schema_version,method,lattice,bath_budget,u_over_d,t_over_d,direction,quasiparticle_weight_slope,quasiparticle_weight_matsubara,double_occupancy,kinetic_energy_over_d,total_energy_over_d,sum_r_squared,self_energy_linear_term,iterations,convergence_diff,converged,crashed,mode_energies,mode_weights,self_energy_pole_positions,self_energy_pole_weights,wall_seconds,source_file
gdmft.reference.v1,gem-gga,bethe,1,3.9,0.0065,down,0.040317957435554365,0.040317957438985405,0.0038540790474232197,-0.015148625633206783,-0.00011771734825622576,0.0403179574389854,-23.802843782781796,11,9.561493298781976e-07,true,false,-1.86516e-16,0.040318,,,0.26,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.0065.csv
gdmft.reference.v1,gem-gga,bethe,1,3.9,0.0065,up,0.040318393115152,0.04031839311829104,0.0038541464977044203,-0.015148826280250135,-0.00011765493920289603,0.040318393118291045,-23.802575764021086,12,5.370756412104161e-07,true,false,-6.02346e-17,0.0403184,,,0.28,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.0065.csv
gdmft.reference.v1,gem-gga,bethe,1,4.0,0.0065,down,0.038234441766574485,0.038234441779185675,0.00352165098236948,-0.014187213803746613,-0.00010060987426869367,0.03823444177918568,-25.15442918652435,20,5.556630139902374e-07,true,false,-1.69123e-16,0.0382344,,,0.46,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.0065.csv
gdmft.reference.v1,gem-gga,bethe,1,4.0,0.0065,up,0.03823446060966659,0.038234460627121866,0.003521653896417421,-0.014187222517557994,-0.00010060693188831092,0.03823446062712187,-25.154416293521432,11,6.27913221751264e-07,true,false,-1.62939e-16,0.0382345,,,0.26,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.0065.csv
gdmft.reference.v1,gem-gga,bethe,1,0.5,0.008,down,0.9782986243877756,0.9782986243280309,0.21317170089341325,-0.4150591830697128,-0.30847333262300614,0.978298624328031,-0.02218277234814181,6,5.000119799314362e-07,true,false,1.12829e-16,0.978299,,,0.15,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.5,0.008,up,0.9782986642337455,0.9782986642018004,0.21317170427549176,-0.4150591999979753,-0.3084733478602294,0.9782986642018006,-0.022182730685731622,8,4.0930602085431644e-07,true,false,1.48231e-15,0.978299,,,0.19,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.6,0.008,down,0.9687495951804336,0.9687495958148122,0.20580574199045823,-0.4110051649102782,-0.28752171971600327,0.9687495958148123,-0.03225849519854829,6,7.241994239848282e-07,true,false,1.12096e-16,0.96875,,,0.15,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.6,0.008,up,0.9687502073073029,0.9687502051234553,0.20580580190167921,-0.4110054235917132,-0.2875219424507057,0.9687502051234554,-0.03225784594550052,6,6.081851294803542e-07,true,false,-5.68841e-16,0.96875,,,0.15,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.7,0.008,down,0.9574643819411183,0.9574643815905691,0.1984396458900981,-0.4062140184058201,-0.26730626628275145,0.9574643815905692,-0.04442527495254622,7,2.46679720983245e-07,true,false,4.0362e-16,0.957464,,,0.17,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.7,0.008,up,0.9574649340890844,0.9574649323173231,0.19843970662837715,-0.4062142522182296,-0.2673064575783656,0.9574649323173231,-0.04442467420684593,6,9.043019590926349e-07,true,false,3.44135e-16,0.957465,,,0.15,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.8,0.008,down,0.9444421767099147,0.9444421754196122,0.19107330936294728,-0.400685382250493,-0.24782673476013517,0.9444421754196124,-0.05882607323810318,7,3.7728934043634865e-07,true,false,4.167e-16,0.944442,,,0.17,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.8,0.008,up,0.9444425307375675,0.9444425307567665,0.1910733522415102,-0.400685533111204,-0.2478268513179958,0.9444425307567665,-0.05882567486527335,7,3.2878500810795686e-07,true,false,6.42933e-16,0.944443,,,0.16,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.9,0.008,down,0.9296829660094312,0.9296829650521276,0.1837067075373802,-0.3944192278769035,-0.2290831910932613,0.9296829650521279,-0.07563549897241528,7,5.83204083581812e-07,true,false,1.18526e-15,0.929683,,,0.17,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,0.9,0.008,up,0.929683548953022,0.9296835484204121,0.1837067830823028,-0.39441947555252255,-0.22908337077845004,0.9296835484204121,-0.07563482402056021,7,5.137965178869663e-07,true,false,1.094e-15,0.929684,,,0.16,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.0,0.008,down,0.9131864033751342,0.9131864025136847,0.17633977939231069,-0.38741537908119955,-0.21107559968888887,0.9131864025136848,-0.09506667778598943,7,9.100824839292088e-07,true,false,1.61186e-15,0.913186,,,0.17,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.0,0.008,up,0.9131873708637278,0.9131873719563336,0.17633991204962737,-0.3874157906745391,-0.2110758786249117,0.9131873719563338,-0.09506551525968465,7,8.080028331969302e-07,true,false,1.1668e-15,0.913187,,,0.17,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.1,0.008,down,0.8949526488164835,0.8949526492442136,0.16897253670597084,-0.37967386986376317,-0.19380407948719522,0.8949526492442138,-0.11737755158834218,8,4.065027334743121e-07,true,false,1.15447e-15,0.894953,,,0.19,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.1,0.008,up,0.8949531112123184,0.894953111643571,0.16897260273311537,-0.3796740661863175,-0.19380420317989056,0.8949531116435709,-0.11737697426797222,8,3.6300412653567093e-07,true,false,1.41299e-15,0.894953,,,0.18,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.2,0.008,down,0.8749802716657685,0.8749802740901796,0.16160476827796647,-0.3711940507154607,-0.17726832878190094,0.8749802740901799,-0.14288290789162983,8,6.789596298517608e-07,true,false,3.26433e-16,0.87498,,,0.19,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.2,0.008,up,0.8749811003933228,0.874981100311597,0.16160489012805163,-0.37119440151362554,-0.1772685333599636,0.8749811003115969,-0.1428818286976501,8,6.08001549551318e-07,true,false,9.99934e-16,0.874981,,,0.2,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.3,0.008,down,0.8532694852696446,0.8532694852010991,0.15423649537939052,-0.36197595914639796,-0.16146851515319027,0.8532694852010991,-0.17196268862740283,9,3.618984989461893e-07,true,false,-1.53369e-16,0.853269,,,0.21,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.3,0.008,up,0.853269958136382,0.8532699574965074,0.15423656670898278,-0.3619761596784509,-0.1614686229567733,0.8532699574965075,-0.17196203993165105,9,3.247246078696975e-07,true,false,5.48291e-16,0.85327,,,0.22,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.4,0.008,down,0.8298186855700987,0.8298186825957534,0.14686747534826558,-0.3520188538276301,-0.1464043883400583,0.8298186825957535,-0.20508253305638147,9,6.453146876861382e-07,true,false,3.74838e-16,0.829819,,,0.21,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.4,0.008,up,0.8298188843397618,0.829818886041267,0.14686750659164946,-0.35201894021076624,-0.146404430982457,0.829818886041267,-0.20508223760801458,11,3.6996612218231917e-07,true,false,1.65951e-16,0.829819,,,0.48,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.5,0.008,down,0.8046276214178183,0.804627619259594,0.139497671578742,-0.34132255389239613,-0.13207604652428315,0.804627619259594,-0.24281093025390388,10,4.1067025813301683e-07,true,false,1.60056e-15,0.804628,,,0.23,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.5,0.008,up,0.8046282395749567,0.8046282387048035,0.13949776774071834,-0.3413228169170075,-0.13207616530592997,0.8046282387048036,-0.24280997347257283,10,3.6802255998225064e-07,true,false,1.13603e-15,0.804628,,,0.26,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.6,0.008,down,0.7776940698947726,0.7776940718295322,0.13212674868192456,-0.3298860214861233,-0.11848322359504398,0.7776940718295322,-0.2858526716649532,10,7.771521958188643e-07,true,false,-2.59266e-16,0.777694,,,0.23,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.6,0.008,up,0.7776953356212524,0.7776953348334267,0.13212694590306795,-0.32988655779263243,-0.1184834443477237,0.7776953348334268,-0.28585058339611646,10,6.943703710904359e-07,true,false,-5.71635e-17,0.777695,,,0.23,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.7,0.008,down,0.7490172049479086,0.7490172045238599,0.12475459294909291,-0.3177087849099078,-0.10562597689644984,0.74901720452386,-0.3350828178048144,11,5.883314614374413e-07,true,false,9.5463e-17,0.749017,,,0.25,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.7,0.008,up,0.7490182357906395,0.7490182365094523,0.12475475437651995,-0.317709223137441,-0.10562614069735707,0.7490182365094523,-0.33508097834862305,11,5.237767151111683e-07,true,false,-1.01388e-16,0.749018,,,0.25,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.8,0.008,down,0.7185939831673817,0.7185939824673704,0.11738075807427435,-0.3047894084445254,-0.09350404391083156,0.7185939824673704,-0.39160642086980957,13,6.023987371150952e-07,true,false,-4.28314e-16,0.718594,,,0.44,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.8,0.008,up,0.7185950322969001,0.718595032460505,0.11738092203622781,-0.30478985434051037,-0.0935041946753003,0.7185950324605052,-0.39160438748922366,12,4.4206063809504315e-07,true,false,-3.14855e-16,0.718595,,,0.27,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.9,0.008,down,0.686421477224354,0.6864214790227863,0.11000482954423128,-0.2911264619552337,-0.08211728582119424,0.6864214790227863,-0.4568308693131735,13,4.7361145727453646e-07,true,false,-1.61168e-16,0.686421,,,0.29,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,1.9,0.008,up,0.686423004705206,0.6864230033619366,0.11000506648146267,-0.29112710932752117,-0.0821174830127421,0.6864230033619366,-0.45682763412973904,12,9.231173522250558e-07,true,false,2.93163e-16,0.686423,,,0.27,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.0,0.008,down,0.6524948588477926,0.6524948593625693,0.10262611804517285,-0.27671765001932663,-0.07146541392898093,0.6524948593625693,-0.5325791240361846,13,5.054397149706347e-07,true,false,9.2758e-17,0.652495,,,0.29,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.0,0.008,up,0.6524965439454461,0.6524965448120286,0.10262637818707833,-0.27671836586463083,-0.07146560949047417,0.6524965448120287,-0.532575165264791,13,9.13934137036776e-07,true,false,-3.52868e-16,0.652497,,,0.29,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.05,0.008,down,0.6348716343243591,0.6348716333919548,0.09893541773852108,-0.26923254729485324,-0.06641494093088504,0.634871633391955,-0.5751215637990605,13,7.479311781022346e-07,true,false,-1.63069e-16,0.634872,,,0.29,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.05,0.008,up,0.6348734242842214,0.6348734245448497,0.09893569300883899,-0.2692333080662351,-0.06641513739811516,0.6348734245448499,-0.5751171199470426,13,6.968073419377774e-07,true,false,3.60935e-16,0.634873,,,0.28,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.1,0.008,down,0.6168078553366264,0.6168078556771637,0.0952437464262856,-0.26155999221500453,-0.06154812471980478,0.6168078556771636,-0.6212504279831979,14,5.602225471301736e-07,true,false,-4.03124e-16,0.616808,,,0.31,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.1,0.008,up,0.616809257662971,0.6168092562049705,0.09524396064148322,-0.26156058710050534,-0.06154826975339056,0.6168092562049705,-0.6212467467701104,14,5.210440553460316e-07,true,false,-1.18819e-15,0.616809,,,0.3,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.15,0.008,down,0.598301110988067,0.5983011124147148,0.09155075240537698,-0.2536989025079932,-0.0568647848364327,0.5983011124147148,-0.6713991989151542,14,8.486173539434816e-07,true,false,-8.24556e-16,0.598301,,,0.32,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.15,0.008,up,0.5983033286005472,0.5983033275045172,0.09155108945898786,-0.2536998434341322,-0.056865001097308326,0.5983033275045172,-0.6713930109179445,14,7.870739473503363e-07,true,false,1.79607e-16,0.598303,,,0.31,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.2,0.008,down,0.5793510874277632,0.5793510853644898,0.08785640917801939,-0.2456490762601178,-0.05236497606847515,0.57935108536449,-0.72606908878209,15,6.894585481420634e-07,true,false,-3.16583e-16,0.579351,,,0.34,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.2,0.008,up,0.5793529655585294,0.5793529650050954,0.08785669360122166,-0.24564987474072036,-0.0523651488180327,0.5793529650050954,-0.7260634887597495,15,6.370475119643615e-07,true,false,-1.7916e-16,0.579353,,,0.33,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.25,0.008,down,0.5599552095529595,0.5599552094990219,0.08416035352801794,-0.23740934525409887,-0.048048549816058495,0.559955209499022,-0.7858571239915335,16,5.914157943376352e-07,true,false,-1.87682e-16,0.559955,,,0.34,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.25,0.008,up,0.5599575453824679,0.5599575474349531,0.08416070521290578,-0.2374103384863482,-0.048048751757310215,0.5599575474349532,-0.7858496676771087,15,9.840618278023072e-07,true,false,-5.02684e-16,0.559958,,,0.33,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.3,0.008,down,0.5401105142994503,0.5401105151986428,0.080462170855957,-0.22897835458675075,-0.04391536161804968,0.5401105151986428,-0.8514729335203151,16,9.409740805432776e-07,true,false,3.53075e-16,0.540111,,,0.34,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.3,0.008,up,0.5401133190590335,0.5401133203802143,0.08046259020457487,-0.22897954640969564,-0.04391558893917344,0.5401133203802143,-0.8514633175424133,16,8.623053706635631e-07,true,false,-2.1003e-16,0.540113,,,0.34,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.35,0.008,down,0.5198153550905432,0.5198153530592099,0.07676165351675228,-0.22035529187509822,-0.03996540611073038,0.51981535305921,-0.9237600315473833,17,8.733119630788266e-07,true,false,-2.18313e-16,0.519815,,,0.35,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.35,0.008,up,0.519818082024373,0.519818080160252,0.07676205854329247,-0.2203564506236584,-0.03996561304692109,0.5198180801602521,-0.9237499390011887,17,7.972136089051673e-07,true,false,-1.00085e-15,0.519818,,,0.36,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.4,0.008,down,0.499065262486158,0.49906526446847416,0.07305818505812453,-0.2115381280467896,-0.03619848390729072,0.49906526446847416,-1.0037459450620005,18,8.547353870236307e-07,true,false,-1.12291e-16,0.499065,,,0.37,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.4,0.008,up,0.4990680636389357,0.4990680620895116,0.07305859774997807,-0.21153931687658023,-0.036198682276632865,0.49906806208951154,-1.003734712682621,18,7.762695576341017e-07,true,false,1.42971e-16,0.499068,,,0.38,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.45,0.008,down,0.4778554155974357,0.47785541551000177,0.0693511105199906,-0.2025246448945985,-0.032614424120621516,0.4778554155100019,-1.092683199860208,19,8.83061192946677e-07,true,false,3.30228e-17,0.477855,,,0.39,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.45,0.008,up,0.47785844765323704,0.47785844837048885,0.06935155478483099,-0.2025259338350532,-0.032614624612217286,0.4778584483704888,-1.092669918068895,19,7.973725372201201e-07,true,false,-1.92412e-16,0.477858,,,0.4,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.5,0.008,down,0.4561795003974718,0.4561795020573007,0.06563957883457334,-0.19331196110830248,-0.029213014021869127,0.45617950205730073,-1.1921195395456192,20,9.613190832258312e-07,true,false,-9.50775e-16,0.45618,,,0.41,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.5,0.008,up,0.4561829706013968,0.4561829702915228,0.0656400832152521,-0.19331343527582937,-0.02921322723769912,0.45618297029152277,-1.192102873460954,20,8.620421290128633e-07,true,false,-4.77417e-16,0.456183,,,0.42,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.55,0.008,down,0.43402993046898725,0.4340299309581268,0.06192257601319047,-0.18389659721385546,-0.025994028380219775,0.43402993095812686,-1.303988570079687,22,7.232685921287896e-07,true,false,-2.54362e-16,0.43403,,,0.45,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.55,0.008,up,0.43403335421621453,0.4340333544145131,0.06192307020207274,-0.1838980525778862,-0.025994223562600727,0.43403335441451313,-1.3039703972726806,21,9.81232762153894e-07,true,false,-2.01854e-16,0.434033,,,0.43,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.6,0.008,down,0.41139407077107093,0.4113940694748125,0.05819839349863067,-0.17427286406623918,-0.02295704096979942,0.4113940694748126,-1.4307593964021024,23,9.003018329734047e-07,true,false,-4.0553e-16,0.411394,,,0.47,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.6,0.008,up,0.4113976709624812,0.41139767111600584,0.05819890947947554,-0.17427439546697918,-0.02295723082034276,0.41139767111600584,-1.4307381159627912,23,7.941036580527694e-07,true,false,-4.22324e-16,0.411398,,,0.47,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.65,0.008,down,0.38825792086776706,0.3882579202998322,0.05446517618248228,-0.16443440012726315,-0.02010168324368511,0.38825792029983214,-1.5756074704870158,25,8.197890211114611e-07,true,false,-2.64511e-16,0.388258,,,0.5,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.65,0.008,up,0.3882613818971373,0.3882613826053213,0.0544656683795306,-0.16443587261685189,-0.0201018514110958,0.38826138260532134,-1.5755845026094915,25,7.151102660030162e-07,true,false,-6.7009e-16,0.388261,,,0.53,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.7,0.008,down,0.3645991472147983,0.3645991464823772,0.05071994296526246,-0.15437116865641215,-0.017427322650203497,0.3645991464823771,-1.7427381815012968,27,8.341738670925025e-07,true,false,-3.96135e-16,0.364599,,,0.55,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.7,0.008,up,0.3646028752440702,0.3646028754124259,0.050720468912822204,-0.1543727549792763,-0.01742748891465634,0.3646028754124259,-1.7427101304915253,27,7.183257093590356e-07,true,false,-4.1892e-16,0.364603,,,0.58,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.75,0.008,down,0.34038647753110257,0.34038647747674394,0.04695854468031959,-0.1440691467067075,-0.014933148835828636,0.34038647747674394,-1.9378370357509942,29,9.50502056507041e-07,true,false,-7.75172e-16,0.340386,,,0.61,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.75,0.008,up,0.3403909887754275,0.3403909892916889,0.04695917599636568,-0.14407106673937461,-0.014933332749368977,0.3403909892916889,-1.9377980953046823,29,8.06113871099079e-07,true,false,-7.33708e-16,0.340391,,,0.6,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.8,0.008,down,0.31557392403763634,0.3155739239575238,0.04317490168442124,-0.13350777058645044,-0.012618045870070982,0.3155739239575238,-2.1688296278072703,32,9.198885176919802e-07,true,false,-2.43651e-17,0.315574,,,0.66,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.8,0.008,up,0.31557857551983737,0.31557857565897557,0.04317554734869741,-0.13350975101728918,-0.01261821844093644,0.3155785756589755,-2.168782918523064,32,7.643019289682584e-07,true,false,-4.99076e-16,0.315579,,,0.65,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.85,0.008,down,0.2900888780796954,0.29008887834950364,0.0393594297384127,-0.12265471141607431,-0.010480336661598116,0.2900888783495036,-2.447219368386762,36,8.304896507160819e-07,true,false,-6.31215e-16,0.290089,,,0.74,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.85,0.008,up,0.29009395125431686,0.2900939507110711,0.03936012809577923,-0.12265687217402055,-0.010480507101049724,0.2900939507110711,-2.4471590929380804,35,8.644109655842058e-07,true,false,1.50645e-16,0.290094,,,0.72,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.9,0.008,down,0.26381253495558504,0.26381253466714194,0.035496473657503885,-0.11145724307541045,-0.008517469468649189,0.26381253466714194,-2.790570456637786,40,9.704044219294161e-07,true,false,-4.30911e-16,0.263813,,,0.81,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.9,0.008,up,0.2638188092868156,0.26381880999349155,0.03549733062922626,-0.11145991833366502,-0.008517659508908856,0.26381880999349155,-2.7904802922303764,39,9.438863151078891e-07,true,false,-1.47343e-16,0.263819,,,0.78,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.95,0.008,down,0.23654439643256703,0.23654439604135016,0.031559641670277666,-0.09982652998296614,-0.00672558705564702,0.23654439604135016,-3.227536211955707,47,8.46324402892229e-07,true,false,8.81267e-17,0.236544,,,0.95,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,2.95,0.008,up,0.23655082422448004,0.2365508244005939,0.03156051247115081,-0.0998292734346723,-0.006725761644777395,0.236550824400594,-3.2274213270401475,45,9.148292132721281e-07,true,false,-2.80188e-16,0.236551,,,0.89,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.0,0.008,down,0.2079227081884023,0.207922708294829,0.02750116284244918,-0.0876023683776313,-0.005098879850283761,0.20792270829482898,-3.8094794849537363,56,8.976140469241223e-07,true,false,2.4353e-16,0.207923,,,1.16,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.0,0.008,up,0.20793053967358216,0.20793053986068366,0.027502215509034467,-0.08760571604786731,-0.005099069520763902,0.20793053986068363,-3.8092983390992687,53,9.807724177801624e-07,true,false,-2.82749e-16,0.207931,,,1.17,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.05,0.008,down,0.17734965417262866,0.17734965447954243,0.023241044944779517,-0.07451788320747105,-0.0036326961258935225,0.17734965447954246,-4.638578789085555,70,9.279172932252777e-07,true,false,-5.67947e-17,0.17735,,,1.52,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.05,0.008,up,0.1773589803270825,0.17735898034449768,0.0232422903945314,-0.0745218800521264,-0.0036328943488056348,0.17735898034449768,-4.638282302128851,66,9.645100105815096e-07,true,false,6.54154e-17,0.177359,,,1.33,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.1,0.008,down,0.1447492698843657,0.14474926996882106,0.01876038239080278,-0.06051641570581822,-0.0023592302943295923,0.14474926996882106,-5.908497709283091,84,9.340949596592374e-07,true,false,-1.54934e-16,0.144749,,,1.68,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.1,0.008,up,0.14476006927476212,0.14476006922363657,0.018761823663834862,-0.060521065810298244,-0.00235941245241017,0.1447600692236366,-5.90798232802115,82,9.815051658090823e-07,true,false,1.67064e-16,0.14476,,,1.71,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
gdmft.reference.v1,gem-gga,bethe,1,3.15,0.008,down,0.1161720140911333,0.11617201397323157,0.014824702762618177,-0.048169742947085994,-0.0014719292448387364,0.11617201397323156,-7.607925143059161,69,9.692328151733598e-07,true,false,-1.68787e-18,0.116172,,,1.38,results/runs/20260715_paper_scans/gem_gga/gem_B1_T0.008.csv
