cell,bare_attempt_id,U_over_D,T_over_D,branch,Z_bare,Z_converted,Z_reopt,basin_bare,basin_reopt,bound_limited,dD,dOmega,dOmega_over_D,dZ,dZ_convert,different_basin,floor_limited,resnorm_reopt
bethe_mg1_bare,90fd4be59a171f35,1.9,0.001,metal-down,0.671750644699294,0.6717506446992931,0.6717506446992931,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,8.881784197001252e-16,8.881784197001252e-16,0,0,3.447369109429529e-05
bethe_mg1_bare,9cda228802635a59,1.8,0.001,metal-down,0.7060170928937308,0.70601709289373,0.70601709289373,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,7.771561172376096e-16,7.771561172376096e-16,0,0,2.7003186020671965e-05
bethe_mg1_bare,d4151dd3bae0fcd0,1.7,0.001,metal-down,0.7380995022886134,0.7380995022886127,0.7380995022886127,metal,metal,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,7.771561172376096e-16,7.771561172376096e-16,0,0,2.190437591754402e-05
bethe_mg1_bare,bf9f7ad1406448eb,1.6,0.001,metal-down,0.7682116956322392,0.7682116956322386,0.7682116956322386,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,6.661338147750939e-16,6.661338147750939e-16,0,0,1.798670635938029e-05
bethe_mg1_bare,40357394037e3f72,1.5,0.001,metal-down,0.7964329878896338,0.7964329878896327,0.7964329878896327,metal,metal,0,0.0,0.0,0.0,1.1102230246251565e-15,1.1102230246251565e-15,0,0,1.4795359912684523e-05
bethe_mg1_bare,3eadadaa027f542f,1.4,0.001,metal-down,0.8228074596641665,0.8228074596641698,0.8228074596641698,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,3.3306690738754696e-15,3.3306690738754696e-15,0,0,1.2083791199422662e-05
bethe_mg1_bare,c903a6788cc7d053,1.3,0.001,metal-down,0.8473235702206899,0.8473235702206906,0.8473235702206906,metal,metal,0,0.0,2.842170943040401e-14,2.842170943040401e-14,6.661338147750939e-16,6.661338147750939e-16,0,0,9.827419735693033e-06
bethe_mg1_bare,0bc35276b0ec7d57,1.2,0.001,metal-down,0.8699698853191177,0.8699698853191177,0.8699698853191177,metal,metal,0,0.0,3.552713678800501e-14,3.552713678800501e-14,0.0,0.0,0,0,8.006916176399909e-06
bethe_mg1_bare,81f5fc2faa24e34d,1.1,0.001,metal-down,0.8907937378179545,0.8907937378179542,0.8907937378179542,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,2.220446049250313e-16,2.220446049250313e-16,0,0,6.4374418263251415e-06
bethe_mg1_bare,e90055a01b1a4614,1.0,0.001,metal-down,0.9097978485765529,0.9097978485765527,0.9097978485765527,metal,metal,0,0.0,3.552713678800501e-14,3.552713678800501e-14,2.220446049250313e-16,2.220446049250313e-16,0,0,5.085094269725228e-06
bethe_mg1_bare,d751ac112dd9a242,0.9,0.001,metal-down,0.9269827404019644,0.9269827404019639,0.9269827404019639,metal,metal,0,0.0,2.842170943040401e-14,2.842170943040401e-14,4.440892098500626e-16,4.440892098500626e-16,0,0,3.929041594174698e-06
bethe_mg1_bare,b7bb4ee3904335a6,0.8,0.001,metal-down,0.9423486770462153,0.942348677046215,0.942348677046215,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,2.220446049250313e-16,2.220446049250313e-16,0,0,2.952955826424916e-06
bethe_mg1_bare,d895f975fdcf9506,0.7,0.001,metal-down,0.9558960469118731,0.9558960469118731,0.9558639813024221,metal,metal,0,5.224848598633924e-06,1.9205255981091796e-06,1.9205255981091796e-06,3.206560945101522e-05,0.0,0,0,2.230088180136399e-06
bethe_mg1_bare,5971f7cc07f6ba7d,0.6,0.001,metal-down,0.9676257661206124,0.9676257661206121,0.9675655101912042,metal,metal,0,1.1029076905755275e-05,3.6190314176565153e-06,3.6190314176565153e-06,6.0255929408170594e-05,2.220446049250313e-16,0,0,1.64998402368856e-06
bethe_mg1_bare,8321dc1c96ce81d4,0.5,0.001,metal-down,0.977539654284833,0.9775396542848328,0.9774711926468562,metal,metal,0,1.4964904914399613e-05,4.081028457392222e-06,4.081028457392222e-06,6.846163797680216e-05,2.220446049250313e-16,0,0,1.1539997975232687e-06
bethe_mg1_bare,4a6252db9bfb9f9b,4.0,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.450962188414173e-05
bethe_mg1_bare,22295272eeef2ffe,3.9,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.451344071281315e-05
bethe_mg1_bare,db053281b000bf9c,3.8,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4517573637598584e-05
bethe_mg1_bare,8b4ddc6c99a17759,3.7,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4522055509248116e-05
bethe_mg1_bare,709331a9305bd658,3.6,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.45269261171064e-05
bethe_mg1_bare,964809739c0197c7,3.55,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4529521190106975e-05
bethe_mg1_bare,2cbac73a54e6e6ec,3.5,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.453223105032618e-05
bethe_mg1_bare,8bf9b9231cd1392f,3.45,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.453506247331921e-05
bethe_mg1_bare,51489e47b0c87e11,3.4,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4538022739129786e-05
bethe_mg1_bare,85ab4fd91a783093,3.35,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.454111967790491e-05
bethe_mg1_bare,48b601bd47a51b5b,3.3,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.454436172038558e-05
bethe_mg1_bare,c6b7cf8688c10425,3.25,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.454775795387699e-05
bethe_mg1_bare,fa017163cf1e3ba5,3.2,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4551318184387754e-05
bethe_mg1_bare,5854d4d5302cb820,3.15,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.45550530057271e-05
bethe_mg1_bare,26b0e62aadfbdae0,3.1,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.455897387646274e-05
bethe_mg1_bare,fe843464a4bbfc1b,3.05,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.456309320577727e-05
bethe_mg1_bare,158b24f36b91f72c,3.0,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4567424449417246e-05
bethe_mg1_bare,6a095d17fa4d7644,2.95,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4571982217111685e-05
bethe_mg1_bare,deee2e5f5396b787,2.9,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.45767823930519e-05
bethe_mg1_bare,b158de3ae4fe177f,2.85,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.45818422712768e-05
bethe_mg1_bare,3088f2a97837b98f,2.8,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.458718070810627e-05
bethe_mg1_bare,858ab7298887856a,2.75,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.459281829411819e-05
bethe_mg1_bare,f1de5b469d91c085,2.7,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4598777548578375e-05
bethe_mg1_bare,58c4e8805a443071,2.65,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.460508313973805e-05
bethe_mg1_bare,8f8f65157618dbb2,2.6,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4611762134995166e-05
bethe_mg1_bare,54789686fa026b0b,2.55,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.461884428563699e-05
bethe_mg1_bare,11b6748800e4b46c,2.5,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4626362351723716e-05
bethe_mg1_bare,cbe5065b85777968,2.45,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.463435247370475e-05
bethe_mg1_bare,872604b45270cde6,2.4,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.464285459860022e-05
bethe_mg1_bare,76af9c465f50c466,2.35,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4651912970082296e-05
bethe_mg1_bare,cc44a7c0eb2583da,2.3,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.466157669363067e-05
bethe_mg1_bare,4ea46fe3901e364d,2.25,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.467190039017256e-05
bethe_mg1_bare,501ed4360b12e6e8,2.2,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.468294495438026e-05
bethe_mg1_bare,d47f1cd7cda481ce,2.15,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.469477843718742e-05
bethe_mg1_bare,57c2e5b908ff24a7,2.1,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.470747707629659e-05
bethe_mg1_bare,eb2518053667e0fb,2.05,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4721126503682645e-05
bethe_mg1_bare,0f68d9879d069e84,2.0,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.4735823165643855e-05
bethe_mg1_bare,81258d95631ed64f,1.9,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.476880841878265e-05
bethe_mg1_bare,f920c4159eae3fa1,1.8,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.480749271330145e-05
bethe_mg1_bare,2e4ed197395c4e74,1.7,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.485325520609182e-05
bethe_mg1_bare,9dad89ca98b6d5ba,1.6,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.490791666121521e-05
bethe_mg1_bare,9a78653e307c3626,1.5,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.497391998231206e-05
bethe_mg1_bare,b90e81d0f0da59f9,1.4,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.505460278687605e-05
bethe_mg1_bare,1ad0beed1cf5e1d4,1.3,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.515461964561614e-05
bethe_mg1_bare,b8918c1fb6776eca,1.2,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.528061544866007e-05
bethe_mg1_bare,6062b5ec79eb3e09,1.1,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.544233550814337e-05
bethe_mg1_bare,08b917908cb1b1ca,1.0,0.001,insul-down,5.1615884175690914e-06,5.161588417568244e-06,5.161588417568244e-06,dark,dark,0,0.0,5.684341886080802e-14,5.684341886080802e-14,8.470329472543003e-19,8.470329472543003e-19,0,0,4.565452710641746e-05
