cell,bare_attempt_id,U_over_D,T_over_D,branch,Z_bare,Z_converted,Z_reopt,basin_bare,basin_reopt,bound_limited,dD,dOmega,dOmega_over_D,dZ,dZ_convert,different_basin,floor_limited,resnorm_reopt
bethe_mg1_bare,3827b43fd86e38a4,3.55,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.202781582981433e-05
bethe_mg1_bare,b7214c68566ee856,3.5,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.203056954860396e-05
bethe_mg1_bare,63ac31fd4c4b9c98,3.45,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.203344648153728e-05
bethe_mg1_bare,a16950d2e4ebbea5,3.4,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2036453998107394e-05
bethe_mg1_bare,64e8f52f856af862,3.35,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.203960002361295e-05
bethe_mg1_bare,04b70d35592d970e,3.3,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2042893090971546e-05
bethe_mg1_bare,bc626fbd444ef876,3.25,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.204634239728494e-05
bethe_mg1_bare,60e10b6b7f974dc1,3.2,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.204995786585248e-05
bethe_mg1_bare,16ed22fd0042c905,3.15,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.205375021716922e-05
bethe_mg1_bare,28bb9eac14d509f0,3.1,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2057731045514076e-05
bethe_mg1_bare,b92659467a9b86f5,3.05,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.206191290648192e-05
bethe_mg1_bare,e2ac693f1cce6388,3.0,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.206630941392385e-05
bethe_mg1_bare,8f0e3d8df80a6694,2.95,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.207093534768618e-05
bethe_mg1_bare,632139edc2fcc61e,2.9,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.207580677649369e-05
bethe_mg1_bare,a3bbe6e7bbd2e853,2.85,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2080941193533657e-05
bethe_mg1_bare,37f821895445065e,2.8,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2086357671206966e-05
bethe_mg1_bare,ee7c3ec0e99b8d60,2.75,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.20920770348238e-05
bethe_mg1_bare,23ca92c4721021d5,2.7,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.209812205818293e-05
bethe_mg1_bare,285cf16764612268,2.65,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.210451768721145e-05
bethe_mg1_bare,7d079fac589d2372,2.6,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2111291291399886e-05
bethe_mg1_bare,f63e521ab85fde18,2.55,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.211847295216519e-05
bethe_mg1_bare,57b463e644b7317b,2.5,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.21260957904674e-05
bethe_mg1_bare,a4f7c6fd8b44cf8d,2.45,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.213419634204641e-05
bethe_mg1_bare,f3ce5ffc0690183d,2.4,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.214281498762719e-05
bethe_mg1_bare,b366936a1d4ce876,2.35,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.215199644758508e-05
bethe_mg1_bare,3e3a1d950d84c310,2.3,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2161790352332346e-05
bethe_mg1_bare,b20c7efb6d6d14c8,2.25,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.217225190194643e-05
bethe_mg1_bare,7634875ff4eff8ac,2.2,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.218344263133442e-05
bethe_mg1_bare,22fb45e493e377f0,2.15,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.21954313006479e-05
bethe_mg1_bare,30409add203888aa,2.1,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.220829493489759e-05
bethe_mg1_bare,f80cc129032b26df,2.05,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2222120041987476e-05
bethe_mg1_bare,f3ab1b89f2dc2efa,2.0,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2237004044974664e-05
bethe_mg1_bare,7fe016e2ca3bae3f,1.9,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.227040346291604e-05
bethe_mg1_bare,916a6aaf5d22a5dd,1.8,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.230956349884603e-05
bethe_mg1_bare,687066e6f3749c92,1.7,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2355876552943636e-05
bethe_mg1_bare,30cf632777e4d18f,1.6,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2411180390063324e-05
bethe_mg1_bare,99319dffd2b15eb4,1.5,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.247794000025829e-05
bethe_mg1_bare,f6cf20ac41056979,1.4,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.255952206156445e-05
bethe_mg1_bare,6c4294b721597033,1.3,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.266061988948521e-05
bethe_mg1_bare,ba5e1c125fb93c75,1.2,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.2787930724216774e-05
bethe_mg1_bare,ed729b8efaf8b966,1.1,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.295127150696746e-05
bethe_mg1_bare,4e5312ab6b711b16,1.0,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.316548850318858e-05
bethe_mg1_bare,d7a40e453e59721a,0.9,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.345387418772699e-05
bethe_mg1_bare,5419b589282595cc,0.8,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.385461073686053e-05
bethe_mg1_bare,8d05d39747acb10d,0.7,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.443371125054393e-05
bethe_mg1_bare,1d536573e747d067,0.6,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.531309366284769e-05
bethe_mg1_bare,18d599710c2612d1,0.5,0.01,insul-down,3.4497340262467476e-08,3.449734031768313e-08,3.449734031768313e-08,dark,dark,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,5.5215655846674284e-17,5.5215655846674284e-17,0,0,4.6737666889840134e-05
bethe_mg1_bare,f10b82aa6d7c2fb7,2.0,0.015,metal-up,0.6325422513548904,0.6325422513548896,0.6325422513548896,metal,metal,0,0.0,2.842170943040401e-14,2.842170943040401e-14,7.771561172376096e-16,7.771561172376096e-16,0,0,4.9360640309641404e-05
bethe_mg1_bare,8934a185f4b6525e,2.05,0.015,metal-up,0.6163255948568088,0.6163255948568079,0.6163255948568079,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,8.881784197001252e-16,8.881784197001252e-16,0,0,4.05825155838126e-05
bethe_mg1_bare,b2f74602bd02c833,2.1,0.015,metal-up,0.5987031646108781,0.5987031646108771,0.5987031646108771,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,9.992007221626409e-16,9.992007221626409e-16,0,0,3.698221569772235e-05
bethe_mg1_bare,7516466285f99503,2.15,0.015,metal-up,0.5802061698990879,0.5802061698990866,0.5802061698990866,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,1.3322676295501878e-15,1.3322676295501878e-15,0,0,3.5417263888738474e-05
bethe_mg1_bare,62a133da08bdf285,2.2,0.015,metal-up,0.5616465146239192,0.561646514623918,0.561646514623918,metal,metal,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,1.2212453270876722e-15,1.2212453270876722e-15,0,0,3.229443216103454e-05
bethe_mg1_bare,ce146a613b111691,2.25,0.015,metal-up,0.542579632424948,0.5425796324249473,0.5425796324249473,metal,metal,0,0.0,0.0,0.0,6.661338147750939e-16,6.661338147750939e-16,0,0,2.9519544325274754e-05
bethe_mg1_bare,ba0c8d5a66609708,2.3,0.015,metal-up,0.5227581460049926,0.5227581460049916,0.5227581460049916,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,9.992007221626409e-16,9.992007221626409e-16,0,0,2.7950499153024742e-05
bethe_mg1_bare,3619777c36a27cd3,2.35,0.015,metal-up,0.5021855580228592,0.5021855580228581,0.5021855580228581,metal,metal,0,0.0,3.552713678800501e-14,3.552713678800501e-14,1.1102230246251565e-15,1.1102230246251565e-15,0,0,2.740252730100614e-05
bethe_mg1_bare,9bb1695c6d227ee5,2.4,0.015,metal-up,0.4813276781643602,0.4813276781643591,0.4813276781643591,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.0547118733938987e-15,1.0547118733938987e-15,0,0,2.6054865741411907e-05
bethe_mg1_bare,3811c209604ba520,2.45,0.015,metal-up,0.460016988789902,0.460016988789901,0.460016988789901,metal,metal,0,0.0,2.842170943040401e-14,2.842170943040401e-14,9.992007221626409e-16,9.992007221626409e-16,0,0,2.4453654654472546e-05
bethe_mg1_bare,3bb560d70e07edf0,2.5,0.015,metal-up,0.43778144350243337,0.43778144350243237,0.43810245013362936,metal,metal,0,2.7118685846053148e-05,2.82866835874529e-05,2.82866835874529e-05,0.00032100663119599693,9.992007221626409e-16,0,0,2.2997391816092704e-05
bethe_mg1_bare,515c3fcf08241723,2.55,0.015,metal-up,0.4146636103353457,0.4146636103353445,0.4148854731842309,metal,metal,0,1.9033491413043835e-05,1.9881523869003104e-05,1.9881523869003104e-05,0.00022186284888520147,1.2212453270876722e-15,0,0,2.3759531934860384e-05
bethe_mg1_bare,33944f8c5aaab306,2.6,0.015,metal-up,0.3910629486436421,0.39106294864364133,0.39102177782537567,metal,metal,0,5.8152057244922895e-06,1.523361679289792e-05,1.523361679289792e-05,4.117081826643387e-05,7.771561172376096e-16,0,0,2.4550585204753726e-05
bethe_mg1_bare,015fdb7a37156e96,2.65,0.015,metal-up,0.366662941040553,0.3666629410405522,0.3659489854045911,metal,metal,0,6.253183793025752e-05,6.740586172071517e-05,6.740586172071517e-05,0.0007139556359619381,8.326672684688674e-16,0,0,2.5336314212601473e-05
bethe_mg1_bare,0cbda6df0930d5c3,2.7,0.015,metal-up,0.3406280184161622,0.34062801841616136,0.33962539083032706,metal,metal,0,9.057957069246586e-05,9.496117630192202e-05,9.496117630192202e-05,0.0010026275858351363,8.326672684688674e-16,0,0,2.616919979204916e-05
bethe_mg1_bare,bafc6815aabc93d5,2.75,0.015,metal-up,0.3126491697897374,0.3126491697897357,0.31104492901730435,metal,metal,0,0.0001516086150103388,0.00014858662764538622,0.00014858662764538622,0.001604240772433041,1.6653345369377348e-15,0,0,2.706171264469067e-05
bethe_mg1_bare,66f93d031e70b6b4,2.8,0.015,metal-up,0.279784184165609,0.27978418416560846,0.2776499621675596,metal,metal,0,0.00021698274679825963,0.0001793664207170309,0.0001793664207170309,0.0021342219980494126,5.551115123125783e-16,0,0,2.808721950238538e-05
bethe_mg1_bare,a5792cd9973516cd,2.85,0.015,metal-up,0.2229281964196259,0.22292819641962502,0.21496228486418828,metal,metal,0,0.0009923321615312557,0.00024313772485129448,0.00024313772485129448,0.007965911555437633,8.881784197001252e-16,0,0,3.012324137117357e-05
bethe_mg1_bare,1221fb577cadcfec,2.9,0.015,metal-up,0.20866664065855547,0.20866664065855453,0.20723556389134767,metal,metal,0,1.8350474313592186e-05,0.0004906097543582177,0.0004906097543582177,0.0014310767672078006,9.43689570931383e-16,0,0,0.00012920031103489337
bethe_mg1_bare,f463910439849b1c,2.95,0.015,metal-up,0.20780077212627882,0.20780077212627834,0.2029733559187768,metal,metal,0,0.00042254065166862434,0.0006770629694727859,0.0006770629694727859,0.004827416207502017,4.718447854656915e-16,0,0,0.00024898154976544357
bethe_mg1_bare,f3502184d4475b34,3.0,0.015,metal-up,0.20752785358789178,0.207527853587891,0.19878224821553184,metal,metal,0,0.0009473335552914706,0.0007768767759088746,0.0007768767759088746,0.008745605372359938,7.771561172376096e-16,0,0,0.00036881924909518745
bethe_mg1_bare,55f3ef4eadfe3941,3.05,0.015,metal-up,0.20156486105359075,0.2015648610535904,0.19463948317101462,metal,metal,0,0.0007032818221560204,0.0007776537322641275,0.0007776537322641275,0.006925377882576134,3.608224830031759e-16,0,0,0.0004878756183221268
bethe_mg1_bare,4bfead23fb3bde2d,3.1,0.015,metal-up,0.20123830004214396,0.20123830004214335,0.19054971238666277,metal,metal,0,0.0012052370315255856,0.0009402162479901222,0.0009402162479901222,0.010688587655481196,6.106226635438361e-16,0,0,0.0006059721870832135
bethe_mg1_bare,4dae0b9a022296de,3.15,0.015,metal-up,0.1953401673301909,0.19534016733019,0.18698027568328004,metal,metal,0,0.0008937056923966659,0.0009098611521238809,0.0009098611521238809,0.008359891646910866,9.159339953157541e-16,0,0,0.000723054886832109
bethe_mg1_bare,048cfd7a5001f354,3.2,0.015,metal-up,0.1921837358161962,0.1921837358161956,0.18245557732429282,metal,metal,0,0.0010754537831668305,0.001022536501345428,0.001022536501345428,0.009728158491903366,5.828670879282072e-16,0,0,0.0008390689684054963
bethe_mg1_bare,af2b1c73cc0e32d5,3.25,0.015,metal-up,0.18907367317154947,0.18907367317154897,0.17845427845455397,metal,metal,0,0.0011931341657531215,0.0011285168157684211,0.0011285168157684211,0.010619394716995495,4.996003610813204e-16,0,0,0.0009540242565163871
bethe_mg1_bare,5668fb5122b69053,3.3,0.015,metal-up,0.18595873865411608,0.18595873865411544,0.1744728843250416,metal,metal,0,0.00130725638701909,0.001245948122978291,0.001245948122978291,0.01148585432907448,6.38378239159465e-16,0,0,0.0010679017340748582
bethe_mg1_bare,d33aa29be01e668c,3.35,0.015,metal-up,0.18282852564061527,0.1828285256406149,0.17051763497598277,metal,metal,0,0.001415658389840077,0.0013733250623815252,0.0013733250623815252,0.012310890664632507,3.885780586188048e-16,0,0,0.0011806936172183043
bethe_mg1_bare,8f0694dea43b36bc,3.4,0.015,metal-up,0.17971931800603957,0.1797193180060391,0.16694867620093223,metal,metal,0,0.0014754984481011243,0.0014851100109964932,0.0014851100109964932,0.012770641805107341,4.718447854656915e-16,0,0,0.0012923980028997193
bethe_mg1_bare,91e51965db015a90,3.45,0.015,metal-up,0.17661246177770962,0.1766124617777092,0.16263807155084534,metal,metal,0,0.0016336937436476455,0.0016663709170288143,0.0016663709170288143,0.01397439022686428,4.163336342344337e-16,0,0,0.001402993805345473
bethe_mg1_bare,0c0f7e9cf3efc47a,3.5,0.015,metal-up,0.17352729085803745,0.17352729085803661,0.15869548633162278,metal,metal,0,0.0017458964094240782,0.0018343078996991835,0.0018343078996991835,0.014831804526414666,8.326672684688674e-16,0,0,0.0015124881079381374
bethe_mg1_bare,a104461379534981,3.55,0.015,metal-up,0.17042983409952925,0.1704298340995285,0.15473902535673315,metal,metal,0,0.0018582397125359515,0.0020158565610444157,0.0020158565610444157,0.015690808742796103,7.494005416219807e-16,0,0,0.0016208671892566308
bethe_mg1_bare,471f9498ebb580c0,3.6,0.015,metal-up,0.16733631789866066,0.1673363178986603,0.15084109610194027,metal,metal,1,0.00196337333558351,0.002205291870218673,0.002205291870218673,0.01649522179672039,3.608224830031759e-16,0,0,0.0017281198852867952
bethe_mg1_bare,a0b771cc85110e64,3.7,0.015,metal-up,0.16125421505728188,0.1612542150572813,0.142481337207084,metal,metal,0,0.0022618361880847038,0.0027046523163676284,0.0027046523163676284,0.018772877850197878,5.828670879282072e-16,0,0,0.0019391760857993255
bethe_mg1_bare,be8dbc08f4bdf201,3.8,0.015,metal-up,0.15502535804053996,0.15502535804053927,0.133479728068093,metal,metal,0,0.0026265849609162506,0.00334949490002856,0.00334949490002856,0.021545629972446967,6.938893903907228e-16,0,0,0.002145428388609456
bethe_mg1_bare,f6e9a8c76b83f12b,3.9,0.015,metal-up,0.14884398052299355,0.14884398052299286,0.12052477549448655,metal,metal,1,0.0035236548013182073,0.004716869461091733,0.004716869461091733,0.028319205028507002,6.938893903907228e-16,0,0,0.0023461795651837187
bethe_mg1_bare,9530c5af53d50a0e,4.0,0.015,metal-up,0.1426154592988688,0.1426154592988682,0.018423975277590543,metal,other,0,0.01876326175600356,0.02225828408121089,0.02225828408121089,0.12419148402127825,5.828670879282072e-16,1,0,3.364761662369174e-05
bethe_mg1_bare,a0aba01830d9a157,1.9,0.015,metal-down,0.6698868033323297,0.6698868033323286,0.6698868033323286,metal,metal,0,0.0,3.552713678800501e-14,3.552713678800501e-14,1.1102230246251565e-15,1.1102230246251565e-15,0,0,3.6001853932009234e-05
bethe_mg1_bare,ca6dbc58631d56d5,1.8,0.015,metal-down,0.7045593968635037,0.7045593968635028,0.7045593968635028,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,8.881784197001252e-16,8.881784197001252e-16,0,0,2.788972948694381e-05
bethe_mg1_bare,e57b6968385ef6b9,1.7,0.015,metal-down,0.7369279878285705,0.7369279878285697,0.7369279878285697,metal,metal,0,0.0,2.842170943040401e-14,2.842170943040401e-14,7.771561172376096e-16,7.771561172376096e-16,0,0,2.2503678738569652e-05
bethe_mg1_bare,3f85f4d065ac7c81,1.6,0.015,metal-down,0.7672600999667957,0.7672600999667949,0.7672600999667949,metal,metal,0,0.0,2.1316282072803006e-14,2.1316282072803006e-14,7.771561172376096e-16,7.771561172376096e-16,0,0,1.8423251738772853e-05
bethe_mg1_bare,c3cd9b39d6262711,1.5,0.015,metal-down,0.7956587135745669,0.7956587135745663,0.7956587135745663,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,5.551115123125783e-16,5.551115123125783e-16,0,0,1.5119359509054054e-05
bethe_mg1_bare,23f5e24a6739d91d,1.4,0.015,metal-down,0.8221752469762879,0.8221752469762917,0.8221752469762917,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,3.885780586188048e-15,3.885780586188048e-15,0,0,1.23355406197335e-05
bethe_mg1_bare,6bfe9904c8d0d16c,1.3,0.015,metal-down,0.8468104384481485,0.846810438448149,0.846810438448149,metal,metal,0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,0,0,1.0019727373082123e-05
bethe_mg1_bare,a1b12131a4a1c068,1.2,0.015,metal-down,0.869555823605265,0.869555823605265,0.869555823605265,metal,metal,0,0.0,0.0,0.0,0.0,0.0,0,0,8.154331449879867e-06
bethe_mg1_bare,2379ca61451ca272,1.1,0.015,metal-down,0.8904624102840283,0.8904624102840277,0.8904624102840277,metal,metal,0,0.0,3.552713678800501e-14,3.552713678800501e-14,5.551115123125783e-16,5.551115123125783e-16,0,0,6.549823388823962e-06
bethe_mg1_bare,f5587dedc82e97cc,1.0,0.015,metal-down,0.9095358979883568,0.9095358979883568,0.9095358979883568,metal,metal,0,0.0,7.105427357601002e-15,7.105427357601002e-15,0.0,0.0,0,0,5.169428500183134e-06
bethe_mg1_bare,c7e11b8a68f4e4fa,0.9,0.015,metal-down,0.9267789733374131,0.926778973337413,0.926778973337413,metal,metal,0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.1102230246251565e-16,1.1102230246251565e-16,0,0,3.990834543362419e-06
bethe_mg1_bare,d87d68ade0be665e,0.8,0.015,metal-down,0.942193420772328,0.9421934207723278,0.9421934207723278,metal,metal,0,0.0,4.973799150320701e-14,4.973799150320701e-14,2.220446049250313e-16,2.220446049250313e-16,0,0,2.997088848133655e-06
bethe_mg1_bare,047f216c63f5ddf0,0.7,0.015,metal-down,0.9557809975488675,0.9557809975488671,0.9557530283000243,metal,metal,0,4.609191319143724e-06,1.6799976378933934e-06,1.6799976378933934e-06,2.7969248843184857e-05,3.3306690738754696e-16,0,0,2.249697198550696e-06
bethe_mg1_bare,268672c3323a4ac0,0.6,0.015,metal-down,0.9675436796854474,0.9675436796854474,0.9674858240826274,metal,metal,0,1.0682479866158667e-05,3.488492581027458e-06,3.488492581027458e-06,5.7855602820011676e-05,0.0,0,0,1.6641066627958238e-06
bethe_mg1_bare,d35cb1fa0601611e,0.5,0.015,metal-down,0.9774841116131705,0.9774841116131705,0.9774169397033546,metal,metal,0,1.478178906702543e-05,4.022449360263636e-06,4.022449360263636e-06,6.717190981586629e-05,0.0,0,0,1.163648019760883e-06
