lattice,N_b,U_over_D,direction,temperature_semantics,T_over_D,bath_fit_beta,llk_role,Z,docc,ekin,etot,n_imp,fit_cost_half_chi2,dDelta,iters,converged,bath_optimizer
bethe,3,3.0,up,ground_state,0,200,reproduction,0.017645219269642725,0.018644285579284613,-0.09439649400864689,-0.03846363727079305,0.999999999999999,0.0006510233955460533,0.0,113,1,levenberg_marquardt
bethe,3,3.05,up,ground_state,0,200,reproduction,0.015270779451553867,0.017629250385249567,-0.09127430523146543,-0.037505091556454255,1.0000000000000002,0.0004789680928142948,0.0,128,1,levenberg_marquardt
bethe,3,3.1,up,ground_state,0,200,reproduction,0.012919056047198655,0.01665354871219025,-0.08828281504886494,-0.03665681404107517,1.000000000000001,0.00036154665639984943,0.0,152,1,levenberg_marquardt
bethe,3,3.15,up,ground_state,0,200,reproduction,0.010541009650639416,0.01570505847914934,-0.08541734872321984,-0.03594641451389942,1.0000000000000022,0.00028436025912443165,0.0,195,1,levenberg_marquardt
bethe,3,3.9,up,ground_state,0,200,reproduction,0.0002205203314925894,0.008693286108574344,-0.06324800664406602,-0.02934419082062608,0.9999999999999997,6.393141846257138e-05,0.0,180,1,levenberg_marquardt
bethe,3,4.0,up,ground_state,0,200,reproduction,0.000183924041934011,0.008234933768678775,-0.0613245225200639,-0.0283847874453488,1.0000000000000007,5.405730587381505e-05,0.0,163,1,levenberg_marquardt
bethe,3,4.0,down,ground_state,0,200,reproduction,0.000183924041934011,0.008234933768678775,-0.0613245225200639,-0.0283847874453488,1.0000000000000007,5.405730587381505e-05,0.0,163,1,levenberg_marquardt
bethe,3,3.9,down,ground_state,0,200,reproduction,0.0002205203314925894,0.008693286108574344,-0.06324800664406602,-0.02934419082062608,0.9999999999999997,6.393141846257138e-05,0.0,180,1,levenberg_marquardt
bethe,3,3.15,down,ground_state,0,200,reproduction,0.010541009650639416,0.01570505847914934,-0.08541734872321984,-0.03594641451389942,1.0000000000000022,0.00028436025912443165,0.0,195,1,levenberg_marquardt
bethe,3,3.1,down,ground_state,0,200,reproduction,0.012919056047198655,0.01665354871219025,-0.08828281504886494,-0.03665681404107517,1.000000000000001,0.00036154665639984943,0.0,152,1,levenberg_marquardt
bethe,3,3.05,down,ground_state,0,200,reproduction,0.015270779451553867,0.017629250385249567,-0.09127430523146543,-0.037505091556454255,1.0000000000000002,0.0004789680928142948,0.0,128,1,levenberg_marquardt
bethe,3,3.0,down,ground_state,0,200,reproduction,0.017645219269642725,0.018644285579284613,-0.09439649400864689,-0.03846363727079305,0.999999999999999,0.0006510233955460533,0.0,113,1,levenberg_marquardt
bethe,3,2.95,down,ground_state,0,200,reproduction,0.020081994065057538,0.01970943988488173,-0.0976603560887974,-0.0395175084283963,1.0000000000000018,0.0008948801924616762,0.0,100,1,levenberg_marquardt
bethe,3,2.9,down,ground_state,0,200,reproduction,0.02261539233333144,0.020835005010719207,-0.10108078652077512,-0.040659271989689424,0.9999999999999996,0.0012307625886663503,0.0,89,1,levenberg_marquardt
bethe,3,2.85,down,ground_state,0,200,reproduction,0.025277614359826332,0.022031481992459287,-0.10467605299022696,-0.041886329311718,0.9999999999999997,0.0016823227180441773,0.0,83,1,levenberg_marquardt
bethe,3,2.8,down,ground_state,0,200,reproduction,0.028101195859469266,0.023310159060929085,-0.1084679505643826,-0.04319950519378117,1.0000000000000007,0.0022770969308655497,0.0,77,1,levenberg_marquardt
bethe,3,2.75,down,ground_state,0,200,reproduction,0.031121053272897464,0.024683656011932936,-0.11248235312407136,-0.04460229909125578,1.0000000000000016,0.0030470628065614558,0.0,73,1,levenberg_marquardt
bethe,3,2.7,down,ground_state,0,200,reproduction,0.03437653846712404,0.026166521819650915,-0.11675012184063442,-0.04610051292757694,0.9999999999999989,0.004029333927697246,0.0,72,1,levenberg_marquardt
bethe,3,2.65,down,ground_state,0,200,reproduction,0.03791385562267875,0.027775972226453838,-0.12130844932533917,-0.0477021229252365,0.9999999999999991,0.005267053901383169,0.0,69,1,levenberg_marquardt
bethe,3,2.6,down,ground_state,0,200,reproduction,0.0417892618741391,0.02953287689443639,-0.12620282382321102,-0.04941734389767641,0.9999999999999996,0.006810586517020706,8.321749956179276e-09,69,1,levenberg_marquardt
bethe,3,2.55,down,ground_state,0,200,reproduction,0.0460737005471267,0.0314631668512976,-0.13148996071040397,-0.0512588852395951,1.0000000000000016,0.008719166757159145,7.2153625299572675e-09,69,1,levenberg_marquardt
bethe,3,2.5,down,ground_state,0,200,reproduction,0.050859939621895243,0.03359993610366749,-0.13724229102850496,-0.053242450769336244,1.0000000000000002,0.011063262672002604,0.0,69,1,levenberg_marquardt
bethe,3,2.45,down,ground_state,0,200,reproduction,0.05627425103371507,0.035986734546582015,-0.14355510138342287,-0.055387601744296924,1.0000000000000004,0.013928058947286187,0.0,71,1,levenberg_marquardt
bethe,3,2.4,down,ground_state,0,200,reproduction,0.06249667202607041,0.03868297473606749,-0.15055836668791917,-0.0577192273213572,0.9999999999999999,0.017418678991066323,0.0,75,1,levenberg_marquardt
bethe,3,2.35,down,ground_state,0,200,reproduction,0.06979844104554668,0.041773234114335284,-0.15843721099709776,-0.06027011082840984,1.0000000000000022,0.02166787666181296,0.0,80,1,levenberg_marquardt
bethe,3,2.3,down,ground_state,0,200,reproduction,0.07861585358787487,0.04538384576337693,-0.16746839649406223,-0.06308555123829529,1.0,0.026845816348536312,0.0,89,1,levenberg_marquardt
bethe,3,2.25,down,ground_state,0,200,reproduction,0.08970291690696588,0.0497116945008624,-0.17808290399064952,-0.06623159136370912,0.9999999999999994,0.033162124106502364,0.0,100,1,levenberg_marquardt
bethe,3,2.2,down,ground_state,0,200,reproduction,0.10441937099834497,0.05505581369801583,-0.19092831163328527,-0.06980552149765044,1.0000000000000004,0.040789340289129485,0.0,118,1,levenberg_marquardt
bethe,3,2.15,down,ground_state,0,200,reproduction,0.1247822053584858,0.0616852357052315,-0.20653232362673163,-0.0739090668604839,1.0000000000000016,0.049341566094557324,0.0,136,1,levenberg_marquardt
bethe,3,2.1,down,ground_state,0,200,reproduction,0.15070457874135132,0.06902134296274946,-0.22338649604720862,-0.07844167582543474,0.9999999999999989,0.05668363480633859,9.415233814813837e-09,126,1,levenberg_marquardt
bethe,3,2.05,down,ground_state,0,200,reproduction,0.17759630494749587,0.07572706537439164,-0.23831717343348235,-0.08307668941597951,1.0000000000000009,0.06091492960362945,9.600470640692016e-09,98,1,levenberg_marquardt
bethe,3,2.0,down,ground_state,0,200,reproduction,0.2030134992578219,0.0815418555094821,-0.2508051330393525,-0.08772142202038827,1.0000000000000013,0.06282074230972709,9.813293178064979e-09,78,1,levenberg_marquardt
bethe,3,1.9,down,ground_state,0,200,reproduction,0.25067212375876374,0.09162273008607408,-0.27134048351643036,-0.09725729635288963,1.000000000000001,0.06349091804615387,8.81188055856802e-09,56,1,levenberg_marquardt
bethe,3,1.8,down,ground_state,0,200,reproduction,0.2969560148581454,0.10073024201080855,-0.2886764186839023,-0.10736198306444691,0.9999999999999998,0.06254001252566184,9.252345334331858e-09,45,1,levenberg_marquardt
bethe,3,1.7,down,ground_state,0,200,reproduction,0.34353390256428507,0.10940310003794931,-0.3041454802657686,-0.11816021020125478,0.9999999999999984,0.061048319439693105,8.880691182433664e-09,38,1,levenberg_marquardt
bethe,3,1.6,down,ground_state,0,200,reproduction,0.39105230173017846,0.11785630234790025,-0.3182744408296649,-0.12970435707302447,1.0000000000000007,0.05940126864484135,8.647631610791973e-09,34,1,levenberg_marquardt
bethe,3,1.5,down,ground_state,0,200,reproduction,0.4397043942556677,0.1261913879312354,-0.3313077965047379,-0.1420207146078848,1.0000000000000002,0.05776415262880072,7.260543166687394e-09,31,1,levenberg_marquardt
bethe,3,1.4,down,ground_state,0,200,reproduction,0.4894342619845156,0.13446210233509537,-0.34337135826090903,-0.15512441499177554,1.0000000000000007,0.05621407428641569,8.761808056867482e-09,28,1,levenberg_marquardt
bethe,3,1.3,down,ground_state,0,200,reproduction,0.5400164201822215,0.14269907944532206,-0.3545339621843027,-0.16902515890538403,1.0000000000000009,0.054787004143291844,8.333620127309897e-09,26,1,levenberg_marquardt
bethe,3,1.2,down,ground_state,0,200,reproduction,0.591090414934906,0.1509206075328455,-0.3648344719501129,-0.18372974291069832,0.9999999999999989,0.05349778302265622,9.589757543615527e-09,24,1,levenberg_marquardt
bethe,3,1.1,down,ground_state,0,200,reproduction,0.6421782537980172,0.1591378592299364,-0.37429493770063277,-0.1992432925477027,0.9999999999999976,0.05234977094488755,6.970422017360924e-09,23,1,levenberg_marquardt
bethe,3,1.0,down,ground_state,0,200,reproduction,0.6926965378535468,0.16735767059156276,-0.38292757465686605,-0.2155699040653033,0.9999999999999998,0.051339941747267755,5.58475554690575e-09,22,1,levenberg_marquardt
bethe,3,0.9,down,ground_state,0,200,reproduction,0.7419685844430896,0.17558410362887666,-0.3907386874809779,-0.2327129942149889,0.9999999999999973,0.0504617848082352,9.001746348324964e-09,20,1,levenberg_marquardt
bethe,3,0.8,down,ground_state,0,200,reproduction,0.7892397659024835,0.18381937124754333,-0.3977309927024363,-0.2506754957044016,1.0000000000000002,0.04970706914729781,8.308195131867581e-09,19,1,levenberg_marquardt
bethe,3,0.7,down,ground_state,0,200,reproduction,0.8336980381661379,0.19206443542127236,-0.4039050648323107,-0.26945996003742007,1.0000000000000002,0.049066907368234845,7.724593742430886e-09,18,1,levenberg_marquardt
bethe,3,0.6,down,ground_state,0,200,reproduction,0.8744999684689484,0.20031937350727508,-0.4092602397303506,-0.2890686156259855,1.000000000000001,0.04853249000848424,6.998691515214283e-09,17,1,levenberg_marquardt
bethe,3,0.5,down,ground_state,0,200,reproduction,0.9108024677059022,0.2085836339607276,-0.41379521072745795,-0.3095033937470941,1.0000000000000007,0.04809555854643811,5.918272205640624e-09,16,1,levenberg_marquardt
bethe,3,0.4,down,ground_state,0,200,reproduction,0.941798993497942,0.216856218799387,-0.4175084246146239,-0.3307659370948691,0.9999999999999983,0.047748709145793065,8.728907485711094e-09,14,1,levenberg_marquardt
bethe,3,0.3,down,ground_state,0,200,reproduction,0.9667580910512327,0.22513578113530658,-0.4203983380632074,-0.35285760372261543,0.9999999999999994,0.047485710979597674,5.186078899654983e-09,13,1,levenberg_marquardt
bethe,3,0.2,down,ground_state,0,200,reproduction,0.9850618727930613,0.23342078234629138,-0.42246361126901966,-0.3757794547997614,1.0000000000000002,0.04730141698773142,7.851101324618655e-09,10,1,levenberg_marquardt
bethe,3,0.1,down,ground_state,0,200,reproduction,0.9962404868936005,0.24170949128185615,-0.4237032069522856,-0.39953225782409996,0.9999999999999996,0.04719196156211486,7.741516983017551e-09,6,1,levenberg_marquardt
bethe,3,0.0,down,ground_state,0,200,reproduction,1.0000000000007492,0.24999999999999994,-0.4241164756700895,-0.4241164756700895,0.9999999999999998,0.047156432747618215,2.5768796651072684e-14,3,1,levenberg_marquardt
bethe,5,0.0,up,ground_state,0,200,reproduction,1.0000000000008553,0.24999999999999914,-0.424116475670094,-0.424116475670094,0.9999999999999974,0.0008380569726168437,9.79780158044747e-15,3,1,levenberg_marquardt
bethe,5,0.1,up,ground_state,0,200,reproduction,0.9967954496038444,0.24166331825070042,-0.42369706712870087,-0.3995307353036308,1.0,0.0008446329314950298,9.783972076959913e-09,6,1,levenberg_marquardt
bethe,5,0.2,up,ground_state,0,200,reproduction,0.9872508479001169,0.23332799829429104,-0.42243900779473686,-0.3757734081358787,1.0000000000000009,0.000864918413504179,5.0072923585275955e-09,11,1,levenberg_marquardt
bethe,5,0.3,up,ground_state,0,200,reproduction,0.971570346052818,0.22499559968169514,-0.4203428387365178,-0.35284415883200926,1.0000000000000027,0.0008990561757681525,6.900069848825381e-09,13,1,levenberg_marquardt
bethe,5,0.4,up,ground_state,0,200,reproduction,0.9500827713116512,0.21666742257343907,-0.4174094225200269,-0.33074245349065123,0.9999999999999998,0.0009477405127243054,6.038488487014608e-09,15,1,levenberg_marquardt
bethe,5,0.5,up,ground_state,0,200,reproduction,0.9232259948782271,0.20834470530862031,-0.41363993011661526,-0.30946757746230513,1.0000000000000004,0.0010116138934412643,8.29051438611117e-09,16,1,levenberg_marquardt
bethe,5,0.6,up,ground_state,0,200,reproduction,0.8915267066825183,0.2000285233272641,-0.4090357907772921,-0.2890186767809336,0.9999999999999991,0.0010911482646121368,5.2141188033871865e-09,18,1,levenberg_marquardt
bethe,5,0.7,up,ground_state,0,200,reproduction,0.8555777852810269,0.1917198080571344,-0.40359866518136417,-0.26939479954137013,1.0000000000000007,0.0011863542697907797,5.944313263839278e-09,19,1,levenberg_marquardt
bethe,5,0.8,up,ground_state,0,200,reproduction,0.8160146042285624,0.18341931254283572,-0.39733040652720564,-0.25059495649293706,0.9999999999999989,0.0012964599370512524,6.591187151627766e-09,20,1,levenberg_marquardt
bethe,5,0.9,up,ground_state,0,200,reproduction,0.7734923626923906,0.175127662316867,-0.39023307476626234,-0.23261817868108203,1.0000000000000013,0.0014195278863101822,7.171676918993345e-09,21,1,levenberg_marquardt
bethe,5,1.0,up,ground_state,0,200,reproduction,0.7286656557800768,0.16684543632831347,-0.38230901123379235,-0.21546357490547888,1.0000000000000013,0.0015520710249020127,7.902468457388162e-09,22,1,levenberg_marquardt
bethe,5,1.1,up,ground_state,0,200,reproduction,0.6821714730483229,0.15857332801402713,-0.3735610295684396,-0.19913036875300977,1.0000000000000013,0.0016887197714787105,8.817127916671552e-09,23,1,levenberg_marquardt
bethe,5,1.2,up,ground_state,0,200,reproduction,0.6346162346338725,0.15031239937152066,-0.36399276959845805,-0.18361789035263326,1.0000000000000013,0.0018220416185048365,5.5948468080657775e-09,25,1,levenberg_marquardt
bethe,5,1.3,up,ground_state,0,200,reproduction,0.5865669667716021,0.14206443700561808,-0.3536092535790823,-0.1689254854717788,0.9999999999999996,0.0019426471347263462,6.821159526104846e-09,26,1,levenberg_marquardt
bethe,5,1.4,up,ground_state,0,200,reproduction,0.538545785172554,0.13383233695629745,-0.34241759100852576,-0.15505231926970933,0.9999999999999988,0.0020397215928333557,8.588476818616186e-09,27,1,levenberg_marquardt
bethe,5,1.5,up,ground_state,0,200,reproduction,0.49102652083165277,0.12562044963690877,-0.3304277364048778,-0.14199706194951467,0.9999999999999993,0.0021020600885721225,6.717822964574793e-09,29,1,levenberg_marquardt
bethe,5,1.6,up,ground_state,0,200,reproduction,0.44443175137495794,0.11743473210636868,-0.3176530852356362,-0.1297575138654463,1.000000000000002,0.0021195345041052885,9.725533267612726e-09,30,1,levenberg_marquardt
bethe,5,1.7,up,ground_state,0,200,reproduction,0.39912915877283595,0.10928261495354574,-0.30411072684550294,-0.11833028142447519,0.9999999999999988,0.0020847191345441454,9.515552457096314e-09,32,1,levenberg_marquardt
bethe,5,1.8,up,ground_state,0,200,reproduction,0.35542781757027125,0.10117267666107933,-0.28982141866763145,-0.10771060067768864,1.0000000000000004,0.0019942839101741937,6.735283442083253e-09,35,1,levenberg_marquardt
bethe,5,1.9,up,ground_state,0,200,reproduction,0.3135759859906799,0.09311430697743805,-0.2748095316789513,-0.09789234842181899,1.0000000000000004,0.0018498185409324382,9.059227701335721e-09,37,1,levenberg_marquardt
bethe,5,2.0,up,ground_state,0,200,reproduction,0.27376231004743534,0.08511762486139052,-0.2591034071822805,-0.08886815745949944,0.9999999999999989,0.0016579799144629136,9.728804983844049e-09,40,1,levenberg_marquardt
bethe,5,2.05,up,ground_state,0,200,reproduction,0.2546637092818379,0.08114586420456912,-0.25100023306602137,-0.08465121144665469,1.0000000000000002,0.001547669775615912,9.21632425932114e-09,42,1,levenberg_marquardt
bethe,5,2.1,up,ground_state,0,200,reproduction,0.23612135964517916,0.077193879379471,-0.24273662495742052,-0.0806294782605314,1.0000000000000004,0.00143008750454355,9.343258278173992e-09,44,1,levenberg_marquardt
bethe,5,2.15,up,ground_state,0,200,reproduction,0.21814520571083812,0.07326342867105788,-0.23431805133658157,-0.07680167969380713,1.0000000000000002,0.0013072530076237482,7.304643556693694e-09,47,1,levenberg_marquardt
bethe,5,2.2,up,ground_state,0,200,reproduction,0.20074323540748704,0.0693565337386619,-0.2257507973401343,-0.07316642311507812,1.0000000000000009,0.0011813718147368009,8.935683304401648e-09,49,1,levenberg_marquardt
bethe,5,2.25,up,ground_state,0,200,reproduction,0.18392200196912611,0.0654755856025357,-0.2170422391531406,-0.06972217154743526,1.0000000000000016,0.0010547987165680918,8.717914723455702e-09,52,1,levenberg_marquardt
bethe,5,2.3,up,ground_state,0,200,reproduction,0.16768730245912425,0.06162350752184603,-0.20820126455144536,-0.06646719725119948,1.0,0.000929995808082535,9.730783290253276e-09,55,1,levenberg_marquardt
bethe,5,2.35,up,ground_state,0,200,reproduction,0.15204502165581144,0.05780399007769467,-0.19923889424718655,-0.06339951756460407,0.999999999999998,0.000809479920789889,9.256697408589539e-09,59,1,levenberg_marquardt
bethe,5,2.4,up,ground_state,0,200,reproduction,0.13700230607801547,0.0540218541836084,-0.1901692518943198,-0.06051680185365965,0.9999999999999993,0.0006957555892729023,8.083903879629872e-09,64,1,levenberg_marquardt
bethe,5,2.45,up,ground_state,0,200,reproduction,0.12256924274321196,0.05028361167242308,-0.18101108907066238,-0.057816240473225824,1.0000000000000016,0.0005912266196315721,8.715929533670209e-09,69,1,levenberg_marquardt
bethe,5,2.5,up,ground_state,0,200,reproduction,0.1087613760830499,0.046598345083267656,-0.17179022348977796,-0.05529436078160882,0.9999999999999991,0.0004980788122162369,9.208963147600603e-09,75,1,levenberg_marquardt
bethe,5,2.55,up,ground_state,0,200,reproduction,0.09560357807863057,0.04297909060675358,-0.16254345764679848,-0.05294677659957685,0.9999999999999973,0.0004181257915059309,8.154928732314121e-09,83,1,levenberg_marquardt
bethe,5,2.6,up,ground_state,0,200,reproduction,0.08313596021652889,0.039444963966904896,-0.15332477797056138,-0.05076787165660865,1.0000000000000009,0.0003526113162177888,9.582451276929586e-09,91,1,levenberg_marquardt
bethe,5,2.65,up,ground_state,0,200,reproduction,0.07142245326511239,0.03602422718302951,-0.14421467070254687,-0.048750468667518684,0.9999999999999999,0.00030196828118738566,8.621396041532567e-09,102,1,levenberg_marquardt
bethe,5,2.7,up,ground_state,0,200,reproduction,0.06056147553108796,0.032758039488092486,-0.13533237463731568,-0.04688566801946596,1.0000000000000002,0.00026555281705196174,9.701038417153674e-09,113,1,levenberg_marquardt
bethe,5,2.75,up,ground_state,0,200,reproduction,0.050693361654743765,0.029703009116417614,-0.1268465549077309,-0.04516327983758245,0.9999999999999998,0.00024141565665446854,9.019374802591032e-09,126,1,levenberg_marquardt
bethe,5,2.8,up,ground_state,0,200,reproduction,0.04198828841780009,0.02692718508166652,-0.11896949271130136,-0.04357337448263511,0.9999999999999984,0.0002262694497809034,9.627612041676642e-09,137,1,levenberg_marquardt
bethe,5,2.85,up,ground_state,0,200,reproduction,0.03458878042662398,0.0244915687837746,-0.11190958401296992,-0.04210861297921231,1.0000000000000004,0.00021593429317865194,9.208775963999465e-09,146,1,levenberg_marquardt
bethe,5,2.9,up,ground_state,0,200,reproduction,0.028511539982171593,0.02241934067360718,-0.10578121155175078,-0.04076512359828996,1.0000000000000013,0.0002063735145000479,9.978712986078053e-09,150,1,levenberg_marquardt
bethe,5,2.95,up,ground_state,0,200,reproduction,0.02359431681361843,0.020679125318195626,-0.10054400336441364,-0.03954058367573655,1.0,0.000194509567835114,9.608678303027106e-09,154,1,levenberg_marquardt
bethe,5,3.0,up,ground_state,0,200,reproduction,0.01954172238293719,0.019199714580184546,-0.09603061561978177,-0.03843147187922813,0.9999999999999989,0.0001763637730932763,0.0,171,1,levenberg_marquardt
bethe,5,3.05,up,ground_state,0,200,reproduction,0.015738174902000034,0.017842508941220067,-0.09183295408609998,-0.03741330181537878,0.9999999999999987,9.063404378743764e-05,7.1797241555712634e-09,172,1,levenberg_marquardt
bethe,5,3.1,up,ground_state,0,200,reproduction,0.013074342201270834,0.01678005192660583,-0.08858551278425435,-0.03656735181177627,0.9999999999999993,3.9088338467575896e-05,0.0,177,1,levenberg_marquardt
bethe,5,4.0,up,ground_state,0,200,reproduction,7.891451950348167e-05,0.008233749207981082,-0.06133699663335749,-0.02840199980143316,1.0000000000000024,1.4790952734099634e-08,0.0,187,1,levenberg_marquardt
bethe,5,4.0,down,ground_state,0,200,reproduction,7.891451950348167e-05,0.008233749207981082,-0.06133699663335749,-0.02840199980143316,1.0000000000000024,1.4790952734099634e-08,0.0,187,1,levenberg_marquardt
bethe,5,3.1,down,ground_state,0,200,reproduction,0.013074342201270834,0.01678005192660583,-0.08858551278425435,-0.03656735181177627,0.9999999999999993,3.9088338467575896e-05,0.0,177,1,levenberg_marquardt
bethe,5,3.05,down,ground_state,0,200,reproduction,0.015738174902000034,0.017842508941220067,-0.09183295408609998,-0.03741330181537878,0.9999999999999987,9.063404378743764e-05,7.1797241555712634e-09,172,1,levenberg_marquardt
bethe,5,3.0,down,ground_state,0,200,reproduction,0.01954172238293719,0.019199714580184546,-0.09603061561978177,-0.03843147187922813,0.9999999999999989,0.0001763637730932763,0.0,171,1,levenberg_marquardt
bethe,5,2.95,down,ground_state,0,200,reproduction,0.02359431681361843,0.020679125318195626,-0.10054400336441364,-0.03954058367573655,1.0,0.000194509567835114,9.608678303027106e-09,154,1,levenberg_marquardt
bethe,5,2.9,down,ground_state,0,200,reproduction,0.028511539982171593,0.02241934067360718,-0.10578121155175078,-0.04076512359828996,1.0000000000000013,0.0002063735145000479,9.978712986078053e-09,150,1,levenberg_marquardt
bethe,5,2.85,down,ground_state,0,200,reproduction,0.03458878042662398,0.0244915687837746,-0.11190958401296992,-0.04210861297921231,1.0000000000000004,0.00021593429317865194,9.208775963999465e-09,146,1,levenberg_marquardt
bethe,5,2.8,down,ground_state,0,200,reproduction,0.04198828841723007,0.026927185082186847,-0.11896949271149981,-0.043573374481376645,0.9999999999999987,0.00022626944967541973,9.768004627383348e-09,137,1,levenberg_marquardt
bethe,5,2.75,down,ground_state,0,200,reproduction,0.050693361654743765,0.029703009116417614,-0.1268465549077309,-0.04516327983758245,0.9999999999999998,0.00024141565665446854,9.019374802591032e-09,126,1,levenberg_marquardt
bethe,5,2.7,down,ground_state,0,200,reproduction,0.06056147553080841,0.03275803948919158,-0.13533237463813064,-0.046885668017313364,0.9999999999999991,0.0002655528170940359,9.705863002263706e-09,113,1,levenberg_marquardt
bethe,5,2.65,down,ground_state,0,200,reproduction,0.07142245326511239,0.03602422718302951,-0.14421467070254687,-0.048750468667518684,0.9999999999999999,0.00030196828118738566,8.621396041532567e-09,102,1,levenberg_marquardt
bethe,5,2.6,down,ground_state,0,200,reproduction,0.08313596021652889,0.039444963966904896,-0.15332477797056138,-0.05076787165660865,1.0000000000000009,0.0003526113162177888,9.582451276929586e-09,91,1,levenberg_marquardt
bethe,5,2.55,down,ground_state,0,200,reproduction,0.09560357807863057,0.04297909060675358,-0.16254345764679848,-0.05294677659957685,0.9999999999999973,0.0004181257915059309,8.154928732314121e-09,83,1,levenberg_marquardt
bethe,5,2.5,down,ground_state,0,200,reproduction,0.1087613760830499,0.046598345083267656,-0.17179022348977796,-0.05529436078160882,0.9999999999999991,0.0004980788122162369,9.208963147600603e-09,75,1,levenberg_marquardt
bethe,5,2.45,down,ground_state,0,200,reproduction,0.12256924274321196,0.05028361167242308,-0.18101108907066238,-0.057816240473225824,1.0000000000000016,0.0005912266196315721,8.715929533670209e-09,69,1,levenberg_marquardt
bethe,5,2.4,down,ground_state,0,200,reproduction,0.13700230607801547,0.0540218541836084,-0.1901692518943198,-0.06051680185365965,0.9999999999999993,0.0006957555892729023,8.083903879629872e-09,64,1,levenberg_marquardt
bethe,5,2.35,down,ground_state,0,200,reproduction,0.15204502165581144,0.05780399007769467,-0.19923889424718655,-0.06339951756460407,0.999999999999998,0.000809479920789889,9.256697408589539e-09,59,1,levenberg_marquardt
bethe,5,2.3,down,ground_state,0,200,reproduction,0.16768730245457203,0.06162350752133218,-0.208201264550723,-0.06646719725165898,0.9999999999999993,0.000929995808126666,9.723867711033459e-09,55,1,levenberg_marquardt
bethe,5,2.25,down,ground_state,0,200,reproduction,0.18392200196912611,0.0654755856025357,-0.2170422391531406,-0.06972217154743526,1.0000000000000016,0.0010547987165680918,8.717914723455702e-09,52,1,levenberg_marquardt
bethe,5,2.2,down,ground_state,0,200,reproduction,0.20074323540685599,0.06935653374121407,-0.2257507973431968,-0.07316642311252583,1.0000000000000016,0.0011813718147162173,8.93892049269729e-09,49,1,levenberg_marquardt
bethe,5,2.15,down,ground_state,0,200,reproduction,0.21814520571083812,0.07326342867105788,-0.23431805133658157,-0.07680167969380713,1.0000000000000002,0.0013072530076237482,7.304643556693694e-09,47,1,levenberg_marquardt
bethe,5,2.1,down,ground_state,0,200,reproduction,0.23612135964517916,0.077193879379471,-0.24273662495742052,-0.0806294782605314,1.0000000000000004,0.00143008750454355,9.343258278173992e-09,44,1,levenberg_marquardt
bethe,5,2.05,down,ground_state,0,200,reproduction,0.2546637092931376,0.08114586420949985,-0.25100023307184605,-0.08465121144237137,0.9999999999999998,0.0015476697755527527,9.186378657766858e-09,42,1,levenberg_marquardt
bethe,5,2.0,down,ground_state,0,200,reproduction,0.27376231004743534,0.08511762486139052,-0.2591034071822805,-0.08886815745949944,0.9999999999999989,0.0016579799144629136,9.728804983844049e-09,40,1,levenberg_marquardt
bethe,5,1.9,down,ground_state,0,200,reproduction,0.3135759860040462,0.09311430698128415,-0.274809531683477,-0.09789234841903713,0.999999999999999,0.0018498185409534435,9.04283259384252e-09,37,1,levenberg_marquardt
bethe,5,1.8,down,ground_state,0,200,reproduction,0.35542781757027125,0.10117267666107933,-0.28982141866763145,-0.10771060067768864,1.0000000000000004,0.0019942839101741937,6.735283442083253e-09,35,1,levenberg_marquardt
bethe,5,1.7,down,ground_state,0,200,reproduction,0.39912915877283595,0.10928261495354574,-0.30411072684550294,-0.11833028142447519,0.9999999999999988,0.0020847191345441454,9.515552457096314e-09,32,1,levenberg_marquardt
bethe,5,1.6,down,ground_state,0,200,reproduction,0.44443175137495794,0.11743473210636868,-0.3176530852356362,-0.1297575138654463,1.000000000000002,0.0021195345041052885,9.725533267612726e-09,30,1,levenberg_marquardt
bethe,5,1.5,down,ground_state,0,200,reproduction,0.49102652083165277,0.12562044963690877,-0.3304277364048778,-0.14199706194951467,0.9999999999999993,0.0021020600885721225,6.717822964574793e-09,29,1,levenberg_marquardt
bethe,5,1.4,down,ground_state,0,200,reproduction,0.538545785172554,0.13383233695629745,-0.34241759100852576,-0.15505231926970933,0.9999999999999988,0.0020397215928333557,8.588476818616186e-09,27,1,levenberg_marquardt
bethe,5,1.3,down,ground_state,0,200,reproduction,0.5865669667716021,0.14206443700561808,-0.3536092535790823,-0.1689254854717788,0.9999999999999996,0.0019426471347263462,6.821159526104846e-09,26,1,levenberg_marquardt
bethe,5,1.2,down,ground_state,0,200,reproduction,0.6346162346338725,0.15031239937152066,-0.36399276959845805,-0.18361789035263326,1.0000000000000013,0.0018220416185048365,5.5948468080657775e-09,25,1,levenberg_marquardt
bethe,5,1.1,down,ground_state,0,200,reproduction,0.6821714730466554,0.15857332801501617,-0.373561029569278,-0.1991303687527602,0.9999999999999996,0.0016887197714074939,8.825024933045736e-09,23,1,levenberg_marquardt
bethe,5,1.0,down,ground_state,0,200,reproduction,0.7286656557891246,0.166845436330176,-0.3823090112353607,-0.2154635749051847,1.0000000000000004,0.001552071024887493,7.894571885103306e-09,22,1,levenberg_marquardt
bethe,5,0.9,down,ground_state,0,200,reproduction,0.7734923626960992,0.1751276623167877,-0.39023307476623403,-0.2326181786811251,1.0000000000000022,0.0014195278863059423,7.171045535159274e-09,21,1,levenberg_marquardt
