M_g,gauge,branch,U_over_D,T_over_D,observable,value_continuum,rel_Nk64,scaleaware_Nk64,gate_tol,Nk64_passes,note
1,bare_native,metal,2.5,0.001,D_occ,0.05524302087803114,-0.0012944764010573186,-0.0012944764010573186,0.001,0,
1,bare_native,metal,2.5,0.001,n,0.9999999999999991,8.88178419700126e-16,8.88178419700126e-16,0.001,1,
1,bare_native,metal,2.5,0.001,Omega_over_D,-1.2737319552722468,-2.0203830437705763e-05,2.0203830437705763e-05,0.001,1,
1,bare_native,metal,2.5,0.001,E_kin_over_D,-0.16429455906781906,-0.001328904995423828,0.001328904995423828,0.001,0,
1,bare_native,metal,2.5,0.001,E_pot_over_D,0.13810755219507784,-0.0012944764010572936,-0.0012944764010572936,0.001,0,
1,bare_native,metal,2.5,0.001,E_tot_over_D,-0.026187006872741225,-0.0015104778233757214,0.0007910978628372645,0.001,0,near-Z=0: use scale-aware
1,bare_native,metal,2.5,0.01,Z_pole,0.37524194777226483,6.427493304819765e-05,6.427493304819765e-05,0.001,1,
1,bare_native,metal,2.5,0.01,Z_mats,0.37524194777226394,6.427493304804988e-05,6.427493304804988e-05,0.001,1,
1,bare_native,metal,2.5,0.01,D_occ,0.05418738852078588,3.742290110024684e-05,3.742290110024684e-05,0.001,1,
1,bare_native,metal,2.5,0.01,n,1.0000000000000007,-1.6653345369377336e-15,-1.6653345369377336e-15,0.001,1,
1,bare_native,metal,2.5,0.01,Omega_over_D,-1.274741142593136,-2.118927685158324e-06,2.118927685158324e-06,0.001,1,
1,bare_native,metal,2.5,0.01,E_kin_over_D,-0.16103148085195051,-1.7423857060611338e-06,1.7423857060611338e-06,0.001,1,
1,bare_native,metal,2.5,0.01,E_pot_over_D,0.1354684713019647,3.742290110024684e-05,3.742290110024684e-05,0.001,1,
1,bare_native,metal,2.5,0.01,E_tot_over_D,-0.025563009549985805,-0.00020929468980307597,0.00010700404308394695,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.001,Z_pole,0.0026389537461506546,-0.0007985273419747318,-4.2145534410158864e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.001,Z_mats,0.0026389537461506433,-0.0007985273419745708,-4.214553441015019e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.001,D_occ,0.00023899189631349747,-0.0015878562499424354,-7.589695524939629e-06,0.001,0,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.001,n,1.0,-1.1102230246251565e-16,-1.1102230246251565e-16,0.001,1,
1,bare_native,metal,3.0,0.001,Omega_over_D,-1.503812091727184,1.1466351443417963e-09,-1.1466351443417963e-09,0.001,1,
1,bare_native,metal,3.0,0.001,E_kin_over_D,-0.006591106432485532,-0.00013393732200217087,1.765590289196789e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.001,E_pot_over_D,0.0007169756889404924,-0.0015878562499425108,-2.276908657481997e-05,0.001,0,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.001,E_tot_over_D,-0.00587413074354504,4.352289645975718e-05,-5.113183682847744e-06,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.01,Z_pole,0.024941697680586915,-9.059260668140003e-05,-4.519066815887596e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.01,Z_mats,0.0249416976805868,-9.059260668098314e-05,-4.519066815866779e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.01,D_occ,0.0021667282089102304,-0.00019003779675347754,-8.235205099698176e-06,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.01,n,1.0,-2.220446049250313e-16,-2.220446049250313e-16,0.001,1,
1,bare_native,metal,3.0,0.01,Omega_over_D,-1.511558635961812,9.459521194706952e-09,-9.459521194706952e-09,0.001,1,
1,bare_native,metal,3.0,0.01,E_kin_over_D,-0.0122705236017508,-7.33968175336423e-05,1.8012347636799098e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.01,E_pot_over_D,0.006500184626730691,-0.00019003779675341083,-2.4705615299085854e-05,0.001,1,near-Z=0: use scale-aware
1,bare_native,metal,3.0,0.01,E_tot_over_D,-0.00577033897502011,5.799717911947651e-05,-6.693267662286756e-06,0.001,1,near-Z=0: use scale-aware
1,bare_native,noninteracting,0.0,0.001,Z_pole,1.0,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.001,Z_mats,1.0,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.001,D_occ,0.25,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.001,n,1.0,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.001,E_kin_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
1,bare_native,noninteracting,0.0,0.001,E_pot_over_D,0.0,,0.0,0.001,,near-Z=0: use scale-aware
1,bare_native,noninteracting,0.0,0.001,E_tot_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
1,bare_native,noninteracting,0.0,0.01,Z_pole,1.0,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.01,Z_mats,1.0,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.01,D_occ,0.25,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.01,n,1.0,0.0,0.0,0.001,1,
1,bare_native,noninteracting,0.0,0.01,E_kin_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
1,bare_native,noninteracting,0.0,0.01,E_pot_over_D,0.0,,0.0,0.001,,near-Z=0: use scale-aware
1,bare_native,noninteracting,0.0,0.01,E_tot_over_D,-0.4052848075295703,-0.00040138796398640243,0.00040138796398640243,0.001,1,
3,R_native,insulator,2.0,0.001,Z_pole,7.615617136912219e-09,-0.006828768834990269,-1.0401057792752796e-09,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,2.0,0.001,Z_mats,7.615617136912186e-09,-0.006828768834989647,-1.0401057792751804e-09,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,2.0,0.001,D_occ,0.03320278236567267,-0.00029107686062370265,-0.00019329123309944074,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,2.0,0.001,n,1.0000000000000002,-1.221245327087672e-15,-1.221245327087672e-15,0.001,1,
3,R_native,insulator,2.0,0.001,Omega_over_D,-1.0646106781485027,-8.302088558375393e-06,8.302088558375393e-06,0.001,1,
3,R_native,insulator,2.0,0.001,E_kin_over_D,-0.1309615774619575,-0.0002876218021433443,0.0002876218021433443,0.001,1,
3,R_native,insulator,2.0,0.001,E_pot_over_D,0.06640556473134535,-0.00029107686062370265,-0.00029107686062370265,0.001,1,
3,R_native,insulator,2.0,0.001,E_tot_over_D,-0.06455601273061215,-0.0002840677550474458,0.0002840677550474458,0.001,1,
3,R_native,insulator,2.0,0.01,Z_pole,7.267879964522001e-09,0.00024377038569675294,3.5433878042984625e-11,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,2.0,0.01,Z_mats,7.267879964521971e-09,0.0002437703856962987,3.543387804291845e-11,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,2.0,0.01,D_occ,0.033155461425373664,3.88122275062822e-06,2.573674623834732e-06,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,2.0,0.01,n,1.0,4.440892098500626e-16,4.440892098500626e-16,0.001,1,
3,R_native,insulator,2.0,0.01,Omega_over_D,-1.0708058449397644,1.0840700569269767e-07,-1.0840700569269767e-07,0.001,1,
3,R_native,insulator,2.0,0.01,E_kin_over_D,-0.13077748058970484,3.833974792832716e-06,-3.833974792832716e-06,0.001,1,
3,R_native,insulator,2.0,0.01,E_pot_over_D,0.06631092285074733,3.88122275062822e-06,3.88122275062822e-06,0.001,1,
3,R_native,insulator,2.0,0.01,E_tot_over_D,-0.06446655773895751,3.7853750878985763e-06,-3.7853750878985763e-06,0.001,1,
3,R_native,insulator,2.5,0.001,Z_pole,2.1679473771475922e-09,-0.024059188612321827,-1.0431810969676465e-09,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,2.5,0.001,Z_mats,2.1679473771475835e-09,-0.024059188612322306,-1.043181096967663e-09,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,2.5,0.001,D_occ,0.02080385395899905,-0.00027749186810174006,-0.00011545800597596856,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,2.5,0.001,n,1.0000000000000002,-2.2204460492503126e-16,-2.2204460492503126e-16,0.001,1,
3,R_native,insulator,2.5,0.001,Omega_over_D,-1.301456918714237,-5.2940751271486525e-06,5.2940751271486525e-06,0.001,1,
3,R_native,insulator,2.5,0.001,E_kin_over_D,-0.10315089097873481,-0.0002758983937450211,0.0002758983937450211,0.001,1,
3,R_native,insulator,2.5,0.001,E_pot_over_D,0.05200963489749763,-0.00027749186810184013,-0.00027749186810184013,0.001,1,
3,R_native,insulator,2.5,0.001,E_tot_over_D,-0.05114125608123718,-0.00027427786218464965,0.00027427786218464965,0.001,1,
3,R_native,insulator,2.5,0.01,Z_pole,3.7798641994126726e-10,-0.0032218184890398832,-2.435607272745537e-11,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,2.5,0.01,Z_mats,3.7798641994126545e-10,-0.003221818489038531,-2.435607272744503e-11,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,2.5,0.01,D_occ,0.020791137430448407,-2.0623848935124938e-05,-8.575865551099793e-06,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,2.5,0.01,n,0.9999999999999996,4.440892098500628e-16,4.440892098500628e-16,0.001,1,
3,R_native,insulator,2.5,0.01,Omega_over_D,-1.307680111224638,-3.911265651936829e-07,3.911265651936829e-07,0.001,1,
3,R_native,insulator,2.5,0.01,E_kin_over_D,-0.10308803170469868,-2.0406759140976285e-05,2.0406759140976285e-05,0.001,1,
3,R_native,insulator,2.5,0.01,E_pot_over_D,0.05197784357612102,-2.062384893522506e-05,-2.062384893522506e-05,0.001,1,
3,R_native,insulator,2.5,0.01,E_tot_over_D,-0.05111018812857766,-2.0185983992603745e-05,2.0185983992603745e-05,0.001,1,
3,R_native,insulator,3.0,0.001,Z_pole,1.8393556966423001e-07,-0.6607122449864007,-2.430569663314118e-06,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.001,Z_mats,1.8393556966422933e-07,-0.6607122449864008,-2.4305696633141097e-06,0.001,0,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.001,D_occ,0.014305076460600006,-0.0004912108899606952,-0.0001405361867833424,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.001,n,0.9999999999999999,9.99200722162641e-16,9.99200722162641e-16,0.001,1,
3,R_native,insulator,3.0,0.001,Omega_over_D,-1.5428532207735586,-6.721494633049582e-06,6.721494633049582e-06,0.001,1,
3,R_native,insulator,3.0,0.001,E_kin_over_D,-0.08535023335856691,-0.0005001544280082055,0.0005001544280082055,0.001,1,
3,R_native,insulator,3.0,0.001,E_pot_over_D,0.04291522938180002,-0.0004912108899607355,-0.0004216085603500619,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.001,E_tot_over_D,-0.04243500397676689,-0.0005091991776446654,0.00043215738256635605,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.01,Z_pole,6.374541894338687e-09,-4.96370657552859e-06,-6.328271103382283e-13,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.01,Z_mats,6.374541894338663e-09,-4.963706576696477e-06,-6.328271104871208e-13,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.01,D_occ,0.01428613742191661,-2.5479849571795565e-06,-7.280172649448691e-07,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.01,n,1.0000000000000002,-6.661338147750938e-16,-6.661338147750938e-16,0.001,1,
3,R_native,insulator,3.0,0.01,Omega_over_D,-1.5490638970238741,-3.474720732273467e-08,3.474720732273467e-08,0.001,1,
3,R_native,insulator,3.0,0.01,E_kin_over_D,-0.08523636679061182,-2.729870673462083e-06,2.729870673462083e-06,0.001,1,
3,R_native,insulator,3.0,0.01,E_pot_over_D,0.04285841226574983,-2.5479849571795565e-06,-2.184051794834607e-06,0.001,1,near-Z=0: use scale-aware
3,R_native,insulator,3.0,0.01,E_tot_over_D,-0.04237795452486199,-2.9138185091018236e-06,2.469633365448365e-06,0.001,1,near-Z=0: use scale-aware
3,R_native,metal,2.0,0.001,Z_pole,0.2935635167388358,-0.0013051521742274232,-0.0013051521742274232,0.001,0,
3,R_native,metal,2.0,0.001,Z_mats,0.29356351673883496,-0.0013051521742272379,-0.0013051521742272379,0.001,0,
3,R_native,metal,2.0,0.001,D_occ,0.07717006084509301,-0.0006815787510989788,-0.0006815787510989788,0.001,1,
3,R_native,metal,2.0,0.001,n,0.9999999999999999,-2.7755575615628917e-15,-2.7755575615628917e-15,0.001,1,
3,R_native,metal,2.0,0.001,Omega_over_D,-1.0822092744559626,-1.9247347030912972e-05,1.9247347030912972e-05,0.001,1,
3,R_native,metal,2.0,0.001,E_kin_over_D,-0.23671332996371588,-0.0006159163165174341,0.0006159163165174341,0.001,1,
3,R_native,metal,2.0,0.001,E_pot_over_D,0.15434012169018602,-0.0006815787510989788,-0.0006815787510989788,0.001,1,
3,R_native,metal,2.0,0.001,E_tot_over_D,-0.08237320827352987,-0.0004928866524288729,0.0004928866524288729,0.001,1,
3,R_native,metal,2.0,0.01,Z_pole,0.28249211785203115,-2.51730194607163e-06,-2.51730194607163e-06,0.001,1,
3,R_native,metal,2.0,0.01,Z_mats,0.2824921178520303,-2.5173019460716375e-06,-2.5173019460716375e-06,0.001,1,
3,R_native,metal,2.0,0.01,D_occ,0.07574306828988484,-7.328739070660432e-07,-7.328739070660432e-07,0.001,1,
3,R_native,metal,2.0,0.01,n,1.000000000000003,-3.7747582837255204e-15,-3.7747582837255204e-15,0.001,1,
3,R_native,metal,2.0,0.01,Omega_over_D,-1.0833908356877107,-5.028086642134366e-09,5.028086642134366e-09,0.001,1,
3,R_native,metal,2.0,0.01,E_kin_over_D,-0.23286463027754978,-4.505435131484295e-07,4.505435131484295e-07,0.001,1,
3,R_native,metal,2.0,0.01,E_pot_over_D,0.15148613657976967,-7.328739070660432e-07,-7.328739070660432e-07,0.001,1,
3,R_native,metal,2.0,0.01,E_tot_over_D,-0.08137849369778011,7.50147599311628e-08,-7.50147599311628e-08,0.001,1,
3,R_native,metal,2.5,0.001,Z_pole,0.36126497797715046,-0.0011129500033119479,-0.0011129500033119479,0.001,0,
3,R_native,metal,2.5,0.001,Z_mats,0.3612649779771494,-0.0011129500033116438,-0.0011129500033116438,0.001,0,
3,R_native,metal,2.5,0.001,D_occ,0.05346845314233215,-0.0012431995903874132,-0.0012431995903874132,0.001,0,
3,R_native,metal,2.5,0.001,n,1.0,-3.3306690738754696e-16,-3.3306690738754696e-16,0.001,1,
3,R_native,metal,2.5,0.001,Omega_over_D,-1.2759571369482288,-2.2492706279821043e-05,2.2492706279821043e-05,0.001,1,
3,R_native,metal,2.5,0.001,E_kin_over_D,-0.1643163852624595,-0.0012839130870938163,0.0012839130870938163,0.001,0,
3,R_native,metal,2.5,0.001,E_pot_over_D,0.13367113285583038,-0.0012431995903872835,-0.0012431995903872835,0.001,0,
3,R_native,metal,2.5,0.001,E_tot_over_D,-0.03064525240662913,-0.0014615007654419025,0.0008957611969889756,0.001,0,near-Z=0: use scale-aware
3,R_native,metal,2.5,0.01,Z_pole,0.3544893049560757,-1.497582425001695e-06,-1.497582425001695e-06,0.001,1,
3,R_native,metal,2.5,0.01,Z_mats,0.35448930495607484,-1.497582425471483e-06,-1.497582425471483e-06,0.001,1,
3,R_native,metal,2.5,0.01,D_occ,0.05235201257596023,-1.66263173009321e-06,-1.66263173009321e-06,0.001,1,
3,R_native,metal,2.5,0.01,n,1.0000000000000007,-8.881784197001246e-16,-8.881784197001246e-16,0.001,1,
3,R_native,metal,2.5,0.01,Omega_over_D,-1.2769435209843856,-2.243382513472065e-08,2.243382513472065e-08,0.001,1,
3,R_native,metal,2.5,0.01,E_kin_over_D,-0.16078101397270583,-1.7464562052628718e-06,1.7464562052628718e-06,0.001,1,
3,R_native,metal,2.5,0.01,E_pot_over_D,0.13088003143990057,-1.6626317301727357e-06,-1.6626317301727357e-06,0.001,1,
3,R_native,metal,2.5,0.01,E_tot_over_D,-0.029900982532805265,-2.11336555090707e-06,1.2638341284620935e-06,0.001,1,near-Z=0: use scale-aware
3,R_native,metal,3.0,0.001,Z_pole,0.10502548791647279,-0.0014926590631705134,-0.0014926590631705134,0.001,0,
3,R_native,metal,3.0,0.001,Z_mats,0.10502548791647244,-0.0014926590631709146,-0.0014926590631709146,0.001,0,
3,R_native,metal,3.0,0.001,D_occ,0.014654383794183483,-0.0015313370451666474,-0.00044881601556245876,0.001,0,near-Z=0: use scale-aware
3,R_native,metal,3.0,0.001,n,0.9999999999999964,8.881784197001284e-16,8.881784197001284e-16,0.001,1,
3,R_native,metal,3.0,0.001,Omega_over_D,-1.5085679663721905,-8.047223774683747e-07,8.047223774683747e-07,0.001,1,
3,R_native,metal,3.0,0.001,E_kin_over_D,-0.05879204598285521,-0.0011998666362471814,0.0011998666362471814,0.001,0,
3,R_native,metal,3.0,0.001,E_pot_over_D,0.04396315138255045,-0.0015313370451666474,-0.0013464480466873763,0.001,0,near-Z=0: use scale-aware
3,R_native,metal,3.0,0.001,E_tot_over_D,-0.01482889460030476,-0.0002171579341526302,6.440424234338549e-05,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.001,Z_pole,1.917107724489791e-09,0.00021152829533659443,8.110450578758861e-12,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.001,Z_mats,1.9171077244897833e-09,0.00021152829533681105,8.110450578767133e-12,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.001,D_occ,0.03315407941839249,1.5564667538998408e-05,1.0320644474176577e-05,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.001,n,0.9999999999999999,5.551115123125784e-16,5.551115123125784e-16,0.001,1,
3,bare_native,insulator,2.0,0.001,Omega_over_D,-1.0645662563153273,4.4019715960149647e-07,-4.4019715960149647e-07,0.001,1,
3,bare_native,insulator,2.0,0.001,E_kin_over_D,-0.13077210940269404,1.533815404581173e-05,-1.533815404581173e-05,0.001,1,
3,bare_native,insulator,2.0,0.001,E_pot_over_D,0.06630815883678498,1.5564667538998408e-05,1.5564667538998408e-05,0.001,1,
3,bare_native,insulator,2.0,0.001,E_tot_over_D,-0.06446395056590906,1.510516037178083e-05,-1.510516037178083e-05,0.001,1,
3,bare_native,insulator,2.0,0.01,Z_pole,1.8941831674019647e-09,0.0019183169148203098,7.267287219590198e-11,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.01,Z_mats,1.8941831674019564e-09,0.0019183169148200997,7.267287219589371e-11,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.01,D_occ,0.033153427902214753,-1.1639975964869842e-05,-7.718102078696498e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.0,0.01,n,1.0000000000000004,-4.440892098500624e-16,-4.440892098500624e-16,0.001,1,
3,bare_native,insulator,2.0,0.01,Omega_over_D,-1.070803989816845,-3.268003291869316e-07,3.268003291869316e-07,0.001,1,
3,bare_native,insulator,2.0,0.01,E_kin_over_D,-0.130769583869757,-1.1404909921368147e-05,1.1404909921368147e-05,0.001,1,
3,bare_native,insulator,2.0,0.01,E_pot_over_D,0.06630685580442951,-1.1639975964869842e-05,-1.1639975964869842e-05,0.001,1,
3,bare_native,insulator,2.0,0.01,E_tot_over_D,-0.0644627280653275,-1.1163119188664607e-05,1.1163119188664607e-05,0.001,1,
3,bare_native,insulator,2.5,0.001,Z_pole,5.717618874009309e-11,14.779842229031345,1.6901100976717886e-08,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,2.5,0.001,Z_mats,5.717618874009281e-11,14.779842229031368,1.690110097671783e-08,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,2.5,0.001,D_occ,0.020789976337438863,0.00040730155419225903,0.00016935579347718277,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.5,0.001,n,1.0000000000000004,-4.440892098500624e-16,-4.440892098500624e-16,0.001,1,
3,bare_native,insulator,2.5,0.001,Omega_over_D,-1.3014404704346987,7.681096282754849e-06,-7.681096282754849e-06,0.001,1,
3,bare_native,insulator,2.5,0.001,E_kin_over_D,-0.10308236199202403,0.00040618540790878,-0.00040618540790878,0.001,1,
3,bare_native,insulator,2.5,0.001,E_pot_over_D,0.05197494084359716,0.0004073015541921923,0.0004073015541921923,0.001,1,
3,bare_native,insulator,2.5,0.001,E_tot_over_D,-0.05110742114842687,0.0004050503156707139,-0.0004050503156707139,0.001,1,
3,bare_native,insulator,2.5,0.01,Z_pole,2.2104153037362534e-10,0.003802002978358433,1.6808011136428592e-11,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,2.5,0.01,Z_mats,2.210415303736245e-10,0.0038020029783579798,1.6808011136426524e-11,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,2.5,0.01,D_occ,0.020790326917487757,5.227122918943753e-05,2.1734718864546698e-05,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,2.5,0.01,n,1.0000000000000002,6.661338147750938e-16,6.661338147750938e-16,0.001,1,
3,bare_native,insulator,2.5,0.01,Omega_over_D,-1.307679148463965,9.868435813688613e-07,-9.868435813688613e-07,0.001,1,
3,bare_native,insulator,2.5,0.01,E_kin_over_D,-0.10308405421628754,5.169452127792832e-05,-5.169452127792832e-05,0.001,1,
3,bare_native,insulator,2.5,0.01,E_pot_over_D,0.05197581729371939,5.227122918950429e-05,5.227122918950429e-05,0.001,1,
3,bare_native,insulator,2.5,0.01,E_tot_over_D,-0.05110823692256815,5.110802354588311e-05,-5.110802354588311e-05,0.001,1,
3,bare_native,insulator,3.0,0.001,Z_pole,4.6903779468039344e-09,3.1947967363550656,2.996960831344196e-07,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.001,Z_mats,4.690377946803911e-09,3.194796736355065,2.996960831344181e-07,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.001,D_occ,0.014297064119617295,0.0005644562556219379,0.0001614013455869187,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.001,n,0.9999999999999997,7.771561172376099e-16,7.771561172376099e-16,0.001,1,
3,bare_native,insulator,3.0,0.001,Omega_over_D,-1.5428415071396397,7.607557094527905e-06,-7.607557094527905e-06,0.001,1,
3,bare_native,insulator,3.0,0.001,E_kin_over_D,-0.08530189377912782,0.0005692314086399201,-0.0005692314086399201,0.001,1,
3,bare_native,insulator,3.0,0.001,E_pot_over_D,0.04289119235885189,0.0005644562556218973,0.00048420403676072143,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.001,E_tot_over_D,-0.042410701420275934,0.0005740606616298516,-0.00048692630635019385,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.01,Z_pole,3.049497558327022e-10,0.0034552911547152143,2.1073803879226005e-11,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.01,Z_mats,3.0494975583270097e-10,0.0034552911547140416,2.1073803879218767e-11,0.001,0,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.01,D_occ,0.01428592627653421,-6.527743344802612e-06,-1.8650972035197388e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.01,n,1.0000000000000002,-3.330669073875469e-16,-3.330669073875469e-16,0.001,1,
3,bare_native,insulator,3.0,0.01,Omega_over_D,-1.5490635956661034,-8.861265333175186e-08,8.861265333175186e-08,0.001,1,
3,bare_native,insulator,3.0,0.01,E_kin_over_D,-0.08523500282859235,-6.338418378261787e-06,6.338418378261787e-06,0.001,1,
3,bare_native,insulator,3.0,0.01,E_pot_over_D,0.04285777882960263,-6.527743344843088e-06,-5.595291610593911e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,insulator,3.0,0.01,E_tot_over_D,-0.04237722399898972,-6.146946479468776e-06,5.2098105574049924e-06,0.001,1,near-Z=0: use scale-aware
3,bare_native,metal,1.0,0.001,Z_pole,0.7413952615922937,-0.0008209412940196925,-0.0008209412940196925,0.001,1,
3,bare_native,metal,1.0,0.001,Z_mats,0.7413952615922931,-0.0008209412940199928,-0.0008209412940199928,0.001,1,
3,bare_native,metal,1.0,0.001,D_occ,0.16045650975566925,-0.0004218651148450401,-0.0004218651148450401,0.001,1,
3,bare_native,metal,1.0,0.001,n,1.000000000000001,-2.109423746787795e-15,-2.109423746787795e-15,0.001,1,
3,bare_native,metal,1.0,0.001,Omega_over_D,-0.7003956556231223,-0.00012096913413530303,0.00012096913413530303,0.001,1,
3,bare_native,metal,1.0,0.001,E_kin_over_D,-0.36090905045273364,-0.0005038839486408056,0.0005038839486408056,0.001,1,
3,bare_native,metal,1.0,0.001,E_pot_over_D,0.16045650975566925,-0.0004218651148450401,-0.0004218651148450401,0.001,1,
3,bare_native,metal,1.0,0.001,E_tot_over_D,-0.2004525406970644,-0.0005695376727559202,0.0005695376727559202,0.001,1,
3,bare_native,metal,1.0,0.01,Z_pole,0.7389155273167108,-6.873745659532199e-05,-6.873745659532199e-05,0.001,1,
3,bare_native,metal,1.0,0.01,Z_mats,0.7389155273167101,-6.873745659532206e-05,-6.873745659532206e-05,0.001,1,
3,bare_native,metal,1.0,0.01,D_occ,0.1601849755816764,-3.64648293280395e-05,-3.64648293280395e-05,0.001,1,
3,bare_native,metal,1.0,0.01,n,0.9999999999999806,7.771561172376247e-16,7.771561172376247e-16,0.001,1,
3,bare_native,metal,1.0,0.01,Omega_over_D,-0.70094282522059,-2.5511431558985537e-06,2.5511431558985537e-06,0.001,1,
3,bare_native,metal,1.0,0.01,E_kin_over_D,-0.3601839592391488,-4.411495607155004e-05,4.411495607155004e-05,0.001,1,
3,bare_native,metal,1.0,0.01,E_pot_over_D,0.1601849755816764,-3.64648293280395e-05,-3.64648293280395e-05,0.001,1,
3,bare_native,metal,1.0,0.01,E_tot_over_D,-0.1999989836574724,-5.024216403629002e-05,5.024216403629002e-05,0.001,1,
3,bare_native,metal,2.0,0.001,Z_pole,0.29391736490742026,-0.001430996755431374,-0.001430996755431374,0.001,0,
3,bare_native,metal,2.0,0.001,Z_mats,0.2939173649074191,-0.0014309967554302465,-0.0014309967554302465,0.001,0,
3,bare_native,metal,2.0,0.001,D_occ,0.07718063331368503,-0.0006966071809776526,-0.0006966071809776526,0.001,1,
3,bare_native,metal,2.0,0.001,n,1.0000000000000002,2.2204460492503126e-16,2.2204460492503126e-16,0.001,1,
3,bare_native,metal,2.0,0.001,Omega_over_D,-1.0821930854757227,-1.770369651027638e-05,1.770369651027638e-05,0.001,1,
3,bare_native,metal,2.0,0.001,E_kin_over_D,-0.2367017643311042,-0.0006116112404103228,0.0006116112404103228,0.001,1,
3,bare_native,metal,2.0,0.001,E_pot_over_D,0.15436126662737007,-0.0006966071809776526,-0.0006966071809776526,0.001,1,
3,bare_native,metal,2.0,0.001,E_tot_over_D,-0.08234049770373414,-0.0004522718945229017,0.0004522718945229017,0.001,1,
3,bare_native,metal,2.0,0.01,Z_pole,0.28251191006243864,-7.318680257313894e-07,-7.318680257313894e-07,0.001,1,
3,bare_native,metal,2.0,0.01,Z_mats,0.28251191006243787,-7.318680259278829e-07,-7.318680259278829e-07,0.001,1,
