lattice,M_g,M_h,gauge,solver_route,quadrature,integration_nodes,Nk,n_eps,branch,U_over_D,T_over_D,U_raw,T_raw,Z_pole,Z_mats,D_occ,n,Omega,Omega_over_D,E_kin,E_kin_over_D,E_pot,E_pot_over_D,E_tot_over_D,resnorm,converged,dist_to_spinodal_UD,norm_error,roundtrip_error,floor_limited,equation_accepted,physical,gated,branch_continuous,selected
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.001,4.0,0.002,0.5952364923172222,0.5952364923172214,0.0936601417100645,1.0000000000000002,-2.1231560964145544,-1.0615780482072772,-0.5018895773241506,-0.2509447886620753,0.374640566840258,0.187320283420129,-0.06362450524194632,8.82801207854595e-05,1,1.2,0.0,5.684341886080802e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,2.5,0.001,5.0,0.002,0.37574115096826355,0.37574115096826266,0.0541266190271303,0.9999999999999998,-2.5455400131042296,-1.2727700065521148,-0.3206452123926399,-0.16032260619631994,0.2706330951356515,0.13531654756782574,-0.0250060586284942,7.336317819171286e-05,1,0.7,0.0,6.394884621840902e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,2.5,0.001,5.0,0.002,0.37992421507129553,0.3799242150712946,0.054924188258789364,0.9999999999999993,-2.5471616891217934,-1.2735808445608967,-0.32665186065198787,-0.16332593032599393,0.2746209412939468,0.1373104706469734,-0.026015459679020525,8.245883761678492e-05,1,0.7,1.1102230246251565e-16,7.105427357601002e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,2.5,0.001,5.0,0.002,0.3815309663295528,0.3815309663295518,0.05517151009118141,1.0,-2.547412442015599,-1.2737062210077994,-0.32815245441510577,-0.16407622720755288,0.27585755045590704,0.13792877522795352,-0.026147451979599362,8.078950235835003e-05,1,0.7,0.0,6.394884621840902e-14,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.001,5.0,0.002,0.38199335810636287,0.3819933581063621,0.05524302087803114,0.9999999999999991,-2.5474639105444936,-1.2737319552722468,-0.3285891181356381,-0.16429455906781906,0.2762151043901557,0.13810755219507784,-0.026187006872741225,8.03382103711095e-05,1,0.7,2.220446049250313e-16,6.394884621840902e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,3.0,0.001,6.0,0.002,0.0026389686737407583,0.002638968673740746,0.00023899454322232614,0.9999999999999998,-3.007624182955311,-1.5038120914776556,-0.013182224373923775,-0.0065911121869618875,0.0014339672593339568,0.0007169836296669784,-0.005874128557294909,6.900358300494394e-05,1,0.2,0.0,3.623767952376511e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,3.0,0.001,6.0,0.002,0.002636085734319545,0.0026360857343195334,0.00023847546976172297,0.9999999999999997,-3.0076241873352245,-1.5038120936676123,-0.013179808553599391,-0.006589904276799696,0.0014308528185703379,0.0007154264092851689,-0.005874477867514527,6.900489670111117e-05,1,0.2,2.220446049250313e-16,2.4158453015843406e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,3.0,0.001,6.0,0.002,0.0026368464694301466,0.002636846469430136,0.00023861241153725048,0.9999999999999999,-3.0076241869030156,-1.5038120934515078,-0.013180447274681867,-0.006590223637340934,0.001431674469223503,0.0007158372346117515,-0.005874386402729182,6.900431812749228e-05,1,0.2,2.220446049250313e-16,3.552713678800501e-13,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,3.0,0.001,6.0,0.002,0.0026389537461506546,0.0026389537461506433,0.00023899189631349747,1.0,-3.007624183454368,-1.503812091727184,-0.013182212864971064,-0.006591106432485532,0.001433951377880985,0.0007169756889404924,-0.00587413074354504,6.900359033089833e-05,1,0.2,0.0,3.730349362740526e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,1.0,0.001,2.0,0.002,4.7109021459469024e-08,4.7109021459468865e-08,7.1066132765944165e-12,1.0,-1.0086401477756937,-0.5043200738878468,-0.014505989608396868,-0.007252994804198434,1.4213226553188833e-11,7.1066132765944165e-12,-0.007252994797091821,0.00010528802896060816,1,2.2,0.0,4.7048587248355034e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,1.0,0.001,2.0,0.002,5.523477275390572e-08,5.523477275390549e-08,7.128046658268799e-12,1.0,-1.008640255822769,-0.5043201279113845,-0.014506205625822194,-0.007253102812911097,1.4256093316537599e-11,7.128046658268799e-12,-0.0072531028057830505,0.00010529136198551939,1,2.2,2.220446049250313e-16,5.923794788031955e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,1.0,0.001,2.0,0.002,6.635809055076658e-07,6.635809055076626e-07,7.0738047214500335e-12,1.0,-1.0086399677324493,-0.5043199838662247,-0.014505629651991045,-0.007252814825995523,1.4147609442900067e-11,7.0738047214500335e-12,-0.0072528148189217176,0.00010528319727566747,1,2.2,0.0,1.4704681916555273e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,1.0,0.001,2.0,0.002,2.7202998062093456e-08,2.7202998062093356e-08,7.116630596615071e-12,1.0000000000000004,-1.0086400263541577,-0.5043200131770789,-0.014505746853098928,-0.007252873426549464,1.4233261193230142e-11,7.116630596615071e-12,-0.007252873419432834,0.00010528457394074713,1,2.2,2.220446049250313e-16,9.798384326131782e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.0,0.001,4.0,0.002,6.61801695894156e-09,6.618016958941534e-09,1.9620934755327667e-12,1.0000000000000002,-2.0084937446841025,-1.0042468723420512,-0.014213285312139692,-0.007106642656069846,7.848373902131067e-12,3.924186951065533e-12,-0.0071066426521456585,0.00010103750180178891,1,1.2,0.0,1.269562233119359e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.0,0.001,4.0,0.002,4.8241926345976895e-09,4.8241926345976704e-09,1.9610794958284483e-12,1.0,-2.008494142602018,-1.004247071301009,-0.014214080876718401,-0.007107040438359201,7.844317983313793e-12,3.9221589916568965e-12,-0.007107040434437042,0.0001010487994308539,1,1.2,0.0,1.8122037204193475e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.0,0.001,4.0,0.002,4.641327308291553e-06,4.641327308291531e-06,1.9688681599187433e-12,1.0000000000000002,-2.0084943460470157,-1.0042471730235079,-0.014214487644442853,-0.007107243822221426,7.875472639674973e-12,3.937736319837487e-12,-0.00710724381828369,0.00010106052915843106,1,1.2,0.0,4.735767333841068e-12,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.001,4.0,0.002,8.780482526822933e-09,8.780482526822896e-09,1.9636937434102614e-12,1.0000000000000004,-2.0084935134012483,-1.0042467567006241,-0.014212822905552733,-0.007106411452776367,7.854774973641046e-12,3.927387486820523e-12,-0.00710641144884898,0.00010103094246556195,1,1.2,0.0,1.779447700300807e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.5,0.001,5.0,0.002,4.469994517808353e-08,4.469994517808335e-08,3.7821931374115065e-12,1.0,-2.5090820845072983,-1.2545410422536492,-0.01538952975652605,-0.007694764878263025,1.8910965687057532e-11,9.455482843528766e-12,-0.007694764868807541,0.00011846185119241831,1,0.7,0.0,4.6004089426787687e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.5,0.001,5.0,0.002,1.0036539485263224e-08,1.003653948526318e-08,3.776385069262208e-12,1.0,-2.509081917925954,-1.254540958962977,-0.015389196727136045,-0.0076945983635680225,1.8881925346311038e-11,9.440962673155519e-12,-0.00769459835412706,0.00011845664228915385,1,0.7,0.0,1.156443829586351e-10,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.5,0.001,5.0,0.002,3.2903612978777544e-08,3.290361297877744e-08,3.774620288761099e-12,1.0,-2.5090820171830046,-1.2545410085915023,-0.01538939516166757,-0.007694697580833785,1.8873101443805494e-11,9.436550721902747e-12,-0.0076946975713972346,0.00011845971106484717,1,0.7,2.220446049250313e-16,6.401634777830623e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.001,5.0,0.002,1.278414743562816e-07,1.2784147435628113e-07,3.785993443243503e-12,0.9999999999999999,-2.5090821620599257,-1.2545410810299629,-0.015389684801891164,-0.007694842400945582,1.8929967216217516e-11,9.464983608108758e-12,-0.007694842391480598,0.00011846436199244104,1,0.7,4.440892098500626e-16,1.9667822925839573e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,3.0,0.001,6.0,0.002,6.280032505604245e-09,6.280032505604219e-09,2.3291562504503005e-12,1.0,-3.00838882525224,-1.50419441262612,-0.014003516912063873,-0.0070017584560319365,1.3974937502701803e-11,6.9874687513509015e-12,-0.007001758449044468,9.807999218533947e-05,1,0.2,0.0,1.7193357848555024e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,3.0,0.001,6.0,0.002,1.9092700578766503e-07,1.909270057876642e-07,2.3189997197302334e-12,1.0,-3.0083893062239895,-1.5041946531119947,-0.014004478538080935,-0.007002239269040467,1.39139983183814e-11,6.9569991591907e-12,-0.007002239262083468,9.809355773698179e-05,1,0.2,0.0,3.7694292132073315e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,3.0,0.001,6.0,0.002,3.512990847858457e-07,3.512990847858444e-07,2.3232306195875488e-12,1.0,-3.0083889862503383,-1.5041944931251692,-0.014003838802944547,-0.0070019194014722735,1.3939383717525294e-11,6.969691858762647e-12,-0.007001919394502581,9.808479884924864e-05,1,0.2,2.220446049250313e-16,2.2517099296237575e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.001,6.0,0.002,4.8950170703048685e-09,4.895017070304847e-09,2.3257267939639247e-12,1.0,-3.0083891266573772,-1.5041945633286886,-0.014004119524420523,-0.007002059762210262,1.395436076378355e-11,6.977180381891775e-12,-0.0070020597552330815,9.808839725723313e-05,1,0.2,0.0,1.5415935195051134e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,noninteracting,0.0,0.01,0.0,0.02,1.0,1.0,0.25,1.0,nan,nan,-0.8054419490340057,-0.40272097451700284,0.0,0.0,-0.40272097451700284,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,noninteracting,0.0,0.01,0.0,0.02,1.0,1.0,0.25,1.0,nan,nan,-0.809272413436074,-0.404636206718037,0.0,0.0,-0.404636206718037,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,noninteracting,0.0,0.01,0.0,0.02,1.0,1.0,0.25,1.0,nan,nan,-0.8102442621716828,-0.4051221310858414,0.0,0.0,-0.4051221310858414,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,noninteracting,0.0,0.01,0.0,0.02,1.0,1.0,0.25,1.0,nan,nan,-0.8105696150591406,-0.4052848075295703,0.0,0.0,-0.4052848075295703,0.0,1,3.2,,,,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,1.0,0.01,2.0,0.02,0.8911856383582826,0.8911856383582824,0.17060451431636792,0.9999999999999913,-1.3880842306418728,-0.6940421153209364,-0.7275827239142988,-0.3637913619571494,0.34120902863273583,0.17060451431636792,-0.19318684764078148,6.329347132481824e-05,1,2.2,2.220446049250313e-16,5.3290705182007514e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,1.0,0.01,2.0,0.02,0.8946635636719283,0.8946635636719279,0.17133352831330936,0.9999999999999944,-1.3897417265566219,-0.6948708632783109,-0.7316049609440696,-0.3658024804720348,0.3426670566266187,0.17133352831330936,-0.19446895215872542,4.0151074861449256e-05,1,2.2,1.1102230246251565e-16,7.105427357601002e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,1.0,0.01,2.0,0.02,0.893484812616985,0.8934848126169845,0.17121838503399475,0.9999999999999944,-1.3901598299705284,-0.6950799149852642,-0.7323458153128352,-0.3661729076564176,0.3424367700679895,0.17121838503399475,-0.19495452262242283,5.135982106223523e-05,1,2.2,0.0,6.394884621840902e-14,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,1.0,0.01,2.0,0.02,0.8951264698293818,0.8951264698293816,0.17144749401539458,0.999999999999994,-1.3899499440976655,-0.6949749720488327,-0.7324218524536555,-0.36621092622682777,0.34289498803078916,0.17144749401539458,-0.1947634322114332,3.789624702973741e-05,1,2.2,2.220446049250313e-16,7.460698725481052e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,2.0,0.01,4.0,0.02,0.5900358536460153,0.5900358536460143,0.09257546096741866,0.9999999999999993,-2.123404176024728,-1.061702088012364,-0.49421943948097014,-0.24710971974048507,0.37030184386967463,0.18515092193483731,-0.06195879780564775,8.809806049978575e-05,1,1.2,0.0,7.815970093361102e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,2.0,0.01,4.0,0.02,0.593169087911762,0.593169087911761,0.09322661122800824,0.9999999999999994,-2.1243713783121265,-1.0621856891560633,-0.4988094268650238,-0.2494047134325119,0.37290644491203295,0.18645322245601648,-0.06295149097649541,8.813898223459672e-05,1,1.2,0.0,7.105427357601002e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,2.0,0.01,4.0,0.02,0.5935559486231325,0.5935559486231317,0.09330623744896983,1.0000000000000004,-2.1244388167690715,-1.0622194083845358,-0.49936714747565525,-0.24968357373782762,0.37322494979587933,0.18661247489793967,-0.06307109883988796,8.808368590839596e-05,1,1.2,2.220446049250313e-16,6.750155989720952e-14,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.01,4.0,0.02,0.5935632769410483,0.593563276941047,0.09330798141057318,1.0000000000000004,-2.12444013875011,-1.062220069375055,-0.4993806909031583,-0.24969034545157914,0.37323192564229274,0.18661596282114637,-0.06307438263043277,8.809654066045063e-05,1,1.2,1.1102230246251565e-16,7.460698725481052e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,2.5,0.01,5.0,0.02,0.3746743813257236,0.3746743813257226,0.05385244268966709,0.9999999999999996,-2.5484958210994364,-1.2742479105497182,-0.3181227266671394,-0.1590613633335697,0.26926221344833545,0.13463110672416773,-0.024430256609401985,6.518005014756199e-05,1,0.7,0.0,7.460698725481052e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,2.5,0.01,5.0,0.02,0.3744103094926302,0.3744103094926293,0.05410168323888998,1.0000000000000004,-2.5496143427523776,-1.2748071713761888,-0.3218680182670991,-0.16093400913354955,0.27050841619444993,0.13525420809722496,-0.025679801036324584,9.054931288092237e-05,1,0.7,2.220446049250313e-16,5.684341886080802e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,2.5,0.01,5.0,0.02,0.37526606642333477,0.3752660664233338,0.05418941637006738,0.999999999999999,-2.5494768830176753,-1.2747384415088376,-0.3220624005460001,-0.16103120027300005,0.2709470818503369,0.13547354092516845,-0.025557659347831607,8.562727232148238e-05,1,0.7,1.1102230246251565e-16,6.394884621840902e-14,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.01,5.0,0.02,0.37524194777226483,0.37524194777226394,0.05418738852078588,1.0000000000000007,-2.549482285186272,-1.274741142593136,-0.32206296170390103,-0.16103148085195051,0.2709369426039294,0.1354684713019647,-0.025563009549985805,8.58042830725709e-05,1,0.7,2.220446049250313e-16,7.815970093361102e-14,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,metal,3.0,0.01,6.0,0.02,0.024944822910271412,0.02494482291027131,0.002167299154804322,1.0,-3.0231172661553387,-1.5115586330776694,-0.024543611882760857,-0.012271805941380429,0.013003794928825932,0.006501897464412966,-0.005769908476967463,6.540701895518804e-05,1,0.2,0.0,1.2789769243681803e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,metal,3.0,0.01,6.0,0.02,0.024941213016822998,0.024941213016822898,0.0021666396585830906,1.0,-3.023117271386994,-1.511558635693497,-0.024540646051717904,-0.012270323025858952,0.012999837951498543,0.006499918975749272,-0.00577040405010968,6.540731639213133e-05,1,0.2,0.0,1.0302869668521453e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,metal,3.0,0.01,6.0,0.02,0.02493943814717897,0.024939438147178868,0.0021663164486552455,0.9999999999999998,-3.023117300520866,-1.511558650260433,-0.02453924596873792,-0.01226962298436896,0.012997898691931473,0.0064989493459657365,-0.005770673638403224,6.540830455780266e-05,1,0.2,2.220446049250313e-16,1.3855583347321954e-13,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,metal,3.0,0.01,6.0,0.02,0.024941697680586915,0.0249416976805868,0.0021667282089102304,1.0,-3.023117271923624,-1.511558635961812,-0.0245410472035016,-0.0122705236017508,0.013000369253461382,0.006500184626730691,-0.00577033897502011,6.540725018529413e-05,1,0.2,2.220446049250313e-16,1.2079226507921703e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,1.0,0.01,2.0,0.02,0.00021616343078943945,0.00021616343078943842,1.062069963859629e-09,1.0,-1.021237200568649,-0.5106186002843245,-0.014746706891818284,-0.007373353445909142,2.124139927719258e-09,1.062069963859629e-09,-0.007373352383839178,0.00011797133641660536,1,2.2,0.0,5.719869022868806e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,1.0,0.01,2.0,0.02,0.00021451711660649609,0.0002145171166064952,1.061899940067724e-09,1.0000000000000002,-1.0212368651723693,-0.5106184325861847,-0.014746036333859599,-0.007373018166929799,2.123799880135448e-09,1.061899940067724e-09,-0.007373017105029859,0.0001179556475535689,1,2.2,0.0,6.998845947236987e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,1.0,0.01,2.0,0.02,0.00021897935718226953,0.00021897935718226868,1.0623317589828515e-09,1.0000000000000002,-1.0212378195748784,-0.5106189097874392,-0.014747944470561908,-0.007373972235280954,2.124663517965703e-09,1.0623317589828515e-09,-0.007373971172949195,0.00011799927521728183,1,2.2,2.220446049250313e-16,8.526512829121202e-13,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,1.0,0.01,2.0,0.02,0.00021638291794523877,0.00021638291794523788,1.0619764806974188e-09,1.0,-1.0212370588782704,-0.5106185294391352,-0.014746423618732277,-0.0073732118093661385,2.1239529613948377e-09,1.0619764806974188e-09,-0.007373210747389658,0.00011796741579358617,1,2.2,4.440892098500626e-16,8.100187187665142e-13,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.0,0.01,4.0,0.02,4.252402060546366e-09,4.252402060546344e-09,4.0627048734532175e-14,1.0,-2.0208822240815465,-1.0104411120407732,-0.014037004985424303,-0.007018502492712152,1.625081949381287e-13,8.125409746906435e-14,-0.007018502492630897,9.853004724078628e-05,1,1.2,0.0,8.249045890806883e-11,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.0,0.01,4.0,0.02,1.0785164523780298e-07,1.0785164523780254e-07,4.0967388097841286e-14,1.0,-2.020882168859643,-1.0104410844298215,-0.014036894578755118,-0.007018447289377559,1.6386955239136515e-13,8.193477619568257e-14,-0.0070184472892956245,9.852860746356642e-05,1,1.2,0.0,5.0111026439481066e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.0,0.01,4.0,0.02,1.243654943130466e-07,1.2436549431304613e-07,4.0365583375617675e-14,0.9999999999999998,-2.020881120929772,-1.010440560464886,-0.01403479941584333,-0.007017399707921665,1.614623335024707e-13,8.073116675123535e-14,-0.007017399707840934,9.849920530072243e-05,1,1.2,1.1102230246251565e-16,4.0888181729314965e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.0,0.01,4.0,0.02,8.02598421990691e-09,8.025984219906879e-09,4.1191055129423807e-14,1.0000000000000002,-2.0208822533151647,-1.0104411266575823,-0.014037063434281127,-0.007018531717140564,1.6476422051769523e-13,8.238211025884761e-14,-0.007018531717058182,9.85308737798474e-05,1,1.2,4.440892098500626e-16,1.1620571171988558e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,2.5,0.01,5.0,0.02,7.647785263950868e-09,7.647785263950838e-09,3.779041431143482e-12,0.9999999999999998,-2.52146612192891,-1.260733060964455,-0.015204379227589198,-0.007602189613794599,1.889520715571741e-11,9.447603577858705e-12,-0.007602189604346996,0.00011562952059852626,1,0.7,0.0,1.8248158539790893e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,2.5,0.01,5.0,0.02,5.931990415776794e-09,5.931990415776773e-09,3.777969044999733e-12,1.0000000000000002,-2.521465880984209,-1.2607329404921046,-0.015203897526216766,-0.007601948763108383,1.8889845224998665e-11,9.444922612499332e-12,-0.0076019487536634605,0.00011562218675952482,1,0.7,0.0,1.028190865781653e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,2.5,0.01,5.0,0.02,2.905802887350856e-08,2.9058028873508445e-08,3.7799426067399464e-12,1.0000000000000002,-2.5214655785068487,-1.2607327892534244,-0.015203292808699727,-0.007601646404349864,1.8899713033699732e-11,9.449856516849866e-12,-0.007601646394900007,0.00011561303544767268,1,0.7,2.220446049250313e-16,7.977973837114405e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,2.5,0.01,5.0,0.02,1.2208426507843928e-08,1.2208426507843874e-08,3.7827554852252195e-12,1.0,-2.521466188610603,-1.2607330943053014,-0.01520451254077639,-0.007602256270388195,1.8913777426126098e-11,9.456888713063049e-12,-0.007602256260931307,0.00011563157686059788,1,0.7,0.0,9.154987878901011e-11,0,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,256,16,,insulator,3.0,0.01,6.0,0.02,2.494037920923496e-09,2.494037920923485e-09,2.3228909019720605e-12,1.0000000000000002,-3.020823625765942,-1.510411812882971,-0.013919846967467325,-0.006959923483733662,1.3937345411832363e-11,6.9686727059161815e-12,-0.006959923476764989,9.6911767118246e-05,1,0.2,4.440892098500626e-16,1.9203127976652468e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,1024,32,,insulator,3.0,0.01,6.0,0.02,1.9661290283583225e-09,1.966129028358315e-09,2.3230640177293566e-12,1.0000000000000002,-3.020823417667387,-1.5104117088336935,-0.013919430906546876,-0.006959715453273438,1.393838410637614e-11,6.96919205318807e-12,-0.006959715446304246,9.690597671302203e-05,1,0.2,2.220446049250313e-16,2.338609306207218e-10,1,,,,,
square,1,2,bare_native,bare_native,uniform_kmesh,4096,64,,insulator,3.0,0.01,6.0,0.02,1.8029869859726478e-07,1.80298698597264e-07,2.3244254295572585e-12,1.0000000000000002,-3.0208244005888645,-1.5104122002944322,-0.013921396106215782,-0.006960698053107891,1.394655257734355e-11,6.973276288671775e-12,-0.006960698046134615,9.693352570320287e-05,1,0.2,0.0,2.7416291459303466e-11,0,,,,,
square,1,2,bare_native,bare_native,continuum_elliptic_dos,4001,,4001,insulator,3.0,0.01,6.0,0.02,2.7630623572575227e-09,2.7630623572575107e-09,2.324076001620182e-12,1.0,-3.020823327109312,-1.510411663554656,-0.013919249850510476,-0.006959624925255238,1.394445600972109e-11,6.972228004860545e-12,-0.00695962491828301,9.690346309556682e-05,1,0.2,0.0,1.3932321962784044e-10,1,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.0,0.001,4.0,0.002,0.5918659476721433,0.5918659476721423,0.09279242762644795,1.0,-2.1201214464457436,-1.0600607232228718,-0.49491943136089417,-0.24745971568044708,0.3711697105057918,0.1855848552528959,-0.06187486042755119,7.853802974023924e-05,1,1.2,1.1102230246251565e-16,7.460698725481052e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.0,0.001,4.0,0.002,0.595528715164127,0.5955287151641261,0.09354236975284234,1.0000000000000002,-2.1222684174336237,-1.0611342087168119,-0.5001641233016012,-0.2500820616508006,0.3741694790113694,0.1870847395056847,-0.06299732214511591,7.797347711398267e-05,1,1.2,0.0,6.750155989720952e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.0,0.001,4.0,0.002,0.5965273932646831,0.5965273932646818,0.09373772890665323,0.9999999999999993,-2.1227602975520696,-1.0613801487760348,-0.5014867807120468,-0.2507433903560234,0.3749509156266129,0.18747545781330646,-0.06326793254271693,7.726845195950858e-05,1,1.2,0.0,7.815970093361102e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.0,0.001,4.0,0.002,0.5968492232427128,0.596849223242712,0.09379980391696575,0.9999999999999996,-2.122882106236645,-1.0614410531183225,-0.5019024220281013,-0.25095121101405066,0.375199215667863,0.1875996078339315,-0.06335160318011915,7.699037438365343e-05,1,1.2,2.220446049250313e-16,7.105427357601002e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,2.5,0.001,5.0,0.002,0.37121036735105106,0.3712103673510501,0.05374156079282473,0.9999999999999998,-2.546536822069335,-1.2732684110346675,-0.32071578455091154,-0.16035789227545577,0.26870780396412364,0.13435390198206182,-0.026003990293393953,0.00010706407401396555,1,0.7,2.220446049250313e-16,6.039613253960852e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,1024,32,,metal,2.5,0.001,5.0,0.002,0.37685813406606583,0.3768581340660647,0.05466413759343667,1.0000000000000009,-2.5478237688137995,-1.2739118844068997,-0.32667731923489635,-0.16333865961744817,0.27332068796718334,0.13666034398359167,-0.026678315633856503,0.00010557420431009375,1,0.7,0.0,7.105427357601002e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,4096,64,,metal,2.5,0.001,5.0,0.002,0.3782688972246872,0.37826889722468626,0.05489525174987427,1.0,-2.5481140333458967,-1.2740570166729484,-0.32817592314327654,-0.16408796157163827,0.27447625874937137,0.13723812937468569,-0.026849832196952583,0.00010519974755024335,1,0.7,0.0,6.394884621840902e-14,0,,,,,
square,1,2,R_native,R_native,continuum_elliptic_dos,4001,,4001,metal,2.5,0.001,5.0,0.002,0.3786786946267426,0.37867869462674175,0.05496235812212887,0.9999999999999999,-2.548175786019442,-1.274087893009721,-0.3286109243952246,-0.1643054621976123,0.27481179061064437,0.13740589530532218,-0.026899566892290117,0.00010508324311988075,1,0.7,0.0,5.684341886080802e-14,0,,,,,
square,1,2,R_native,R_native,uniform_kmesh,256,16,,metal,3.0,0.001,6.0,0.002,0.11038951311136962,0.11038951311136928,0.014917184262821606,0.9999999999999984,-3.011755877875217,-1.5058779389376085,-0.10858106816008427,-0.054290534080042134,0.08950310557692964,0.04475155278846482,-0.009538981291577313,0.00013130341924357848,1,0.2,2.220446049250313e-16,4.618527782440651e-14,0,,,,,
